ID	AT	BBP1	BBP2	BBP3	BBP4	e0	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13	e14	e15	e16	e17	e18	e19	e20	e21	e22	e23	e24	e25	e26	e27	e28	e29	e30	e31	e32	e33	e34	e35	e36	e37	e38	e39	e40	e41	e42	e43	e44	e45	e46	e47	e48	e49	e50	e51	e52	e53	e54	e55	e56	e57	e58	e59	e60	e61	e62	e63	e64	e65	e66	e67	e68	e69	e70	e71	e72	e73	e74	e75	e76	e77	e78	e79	e80	e81	e82	e83
r062	1168.33	0.92%	1.43%	1.92%	2.72%	5	5	8	4	6	5	8	5	4	8	4	5	5	8	6	6	4	5	8	5	6	6	7	6	8	6	4	6	6	6	6	5	6	6	5	7	6	7	5	5	8	5	6	8	5	5	6	5	6	6	7	6	5	6	5	5	6	6	6	5	7	6	8	4	5	6	4	5	7	6	4	6	7	8	4	6	7	6	5	7	5	7	4	6
r063	1228.77	0.48%	0.86%	1.28%	1.94%	7	5	5	6	7	7	5	6	6	5	6	5	6	5	8	7	6	5	6	5	8	6	4	4	6	8	4	6	4	8	7	5	4	7	6	6	8	4	6	5	7	5	6	7	4	7	6	5	7	8	6	6	4	4	7	5	8	6	7	5	5	6	6	6	5	6	6	5	5	7	4	6	7	6	6	8	5	6	5	7	5	5	6	7
r064	1223.35	0.47%	0.77%	1.29%	1.97%	6	5	6	6	6	6	6	6	6	4	7	5	6	4	7	6	7	5	6	5	4	5	6	6	6	4	7	5	7	5	6	6	7	6	5	6	7	6	5	6	5	5	6	5	7	6	5	5	6	5	6	6	7	6	6	4	8	5	6	7	6	6	6	4	7	6	5	4	6	8	7	5	6	6	5	8	6	5	5	6	5	6	4	8
r065	1011.57	2.32%	2.93%	3.65%	4.58%	6	5	8	4	6	6	8	4	4	8	6	5	4	8	5	6	6	5	4	5	6	5	5	7	4	6	8	5	7	6	4	6	7	4	8	5	5	5	8	6	7	5	6	7	6	5	6	5	6	6	5	6	6	7	5	5	7	6	6	4	8	7	5	6	4	7	7	5	7	4	8	5	5	5	7	7	7	5	5	5	5	8	6	4
r066	910.94	2.93%	3.28%	3.90%	4.53%	6	6	6	5	6	6	6	6	5	8	5	6	6	8	4	6	5	5	7	5	5	6	8	6	7	5	6	6	5	6	5	7	5	5	6	8	4	8	6	7	4	8	5	4	5	7	7	8	4	6	8	5	5	6	7	6	5	7	4	7	6	5	6	6	7	5	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6
r067	1274.05	0.21%	0.42%	0.70%	1.26%	7	5	5	7	6	7	5	4	7	7	4	5	4	7	7	6	4	6	6	6	7	4	5	8	6	7	5	4	6	8	7	5	6	7	6	5	7	5	6	5	8	5	6	8	4	6	6	5	6	8	5	6	4	8	6	5	5	6	6	6	6	7	5	6	6	7	5	5	5	6	5	7	5	5	5	5	5	7	7	5	7	6	6	6
r068	1124.77	1.30%	1.54%	1.92%	2.47%	4	8	4	8	6	4	4	6	8	5	5	8	6	5	5	6	5	7	5	7	5	5	6	6	5	5	8	5	5	8	7	5	5	7	7	5	5	6	7	5	5	7	7	5	4	7	6	7	5	8	5	7	4	6	7	6	5	6	5	6	7	6	6	6	6	6	6	6	8	4	8	5	5	6	6	5	8	5	6	5	6	7	6	4
r069	1079.91	1.46%	1.75%	2.29%	2.79%	5	7	7	6	5	5	7	6	6	5	7	7	6	5	5	5	7	6	6	6	6	4	6	7	6	6	6	4	8	6	5	7	8	5	7	4	5	6	7	7	6	5	6	6	6	6	5	5	7	6	4	6	6	7	6	5	6	5	7	6	6	5	7	6	6	5	5	5	8	5	6	5	6	7	5	6	8	5	5	6	5	6	6	5
r070	1241.80	0.37%	0.56%	1.08%	1.60%	4	6	7	6	5	4	7	7	6	4	8	6	7	4	7	5	8	4	7	4	6	6	4	7	7	6	5	6	6	6	6	6	6	6	6	6	7	4	6	6	6	5	6	6	6	6	4	5	7	6	6	6	6	7	6	5	6	4	7	6	6	7	5	6	6	7	5	5	7	6	5	5	6	5	5	6	7	5	6	6	6	6	6	6
r071	932.03	2.49%	3.05%	3.57%	4.25%	6	6	5	6	7	6	5	7	6	7	4	6	7	7	4	7	4	6	7	6	5	5	8	6	7	5	6	5	6	7	5	7	6	5	5	7	4	8	5	7	5	6	5	5	5	7	6	6	6	7	7	5	5	6	7	5	6	6	6	7	5	5	7	6	7	5	5	5	6	7	6	6	6	7	5	6	6	6	6	6	6	5	6	7
r072	1217.76	0.60%	0.84%	1.18%	1.61%	5	6	7	7	4	5	7	6	7	6	5	6	6	6	6	4	5	6	6	6	7	7	5	5	6	7	5	7	4	7	5	7	4	5	7	6	6	5	7	7	5	6	6	5	5	5	7	6	6	7	6	6	5	5	5	6	7	7	6	5	6	7	6	5	5	7	6	6	7	5	5	4	6	6	6	7	7	4	6	6	6	6	5	5
r073	1086.62	1.44%	1.76%	2.42%	2.96%	6	6	5	8	5	6	5	7	8	6	4	6	7	6	5	5	4	6	6	6	5	6	7	6	6	5	7	6	7	5	5	5	7	5	6	6	5	7	6	5	8	4	7	8	6	5	5	4	7	5	6	7	6	6	5	6	5	5	7	6	6	6	5	7	6	6	6	6	7	5	7	6	5	5	6	5	7	6	6	5	6	6	7	5
r074	1068.10	1.61%	2.04%	2.64%	3.45%	6	6	4	7	7	6	4	7	7	5	5	6	7	5	5	7	5	5	7	5	5	6	8	6	7	5	4	6	6	5	6	6	6	6	5	7	5	8	5	6	6	6	6	6	6	7	5	6	6	5	7	6	6	6	7	5	5	5	6	7	6	5	6	5	7	5	6	5	6	7	4	7	6	6	6	5	6	7	6	6	6	6	5	7
r075	1170.85	0.82%	1.24%	1.83%	2.61%	6	6	6	5	7	6	6	6	5	6	6	6	6	6	6	7	6	6	5	6	8	5	5	6	5	8	5	5	8	5	6	5	8	6	5	5	6	5	5	5	5	6	8	5	6	5	7	6	6	5	5	8	6	6	5	7	5	7	6	6	5	5	6	7	6	5	6	7	5	6	5	8	5	6	6	5	5	8	6	5	6	5	7	6
r076	1203.82	0.75%	0.94%	1.59%	2.04%	5	7	5	6	7	5	5	6	6	5	6	7	6	5	6	7	6	5	6	5	6	6	7	6	6	6	6	6	5	7	7	5	5	7	5	5	6	7	5	5	6	7	5	6	7	6	5	7	5	7	5	5	7	6	6	7	5	5	5	7	5	6	5	7	7	6	5	7	4	6	6	7	5	5	5	5	4	7	7	5	7	5	7	6
r077	1137.43	1.18%	1.43%	2.17%	2.88%	4	5	7	6	5	4	7	7	6	6	6	5	7	6	6	5	6	7	6	7	5	5	7	4	6	5	7	5	8	5	4	8	8	4	5	6	6	7	5	8	6	5	5	6	8	5	5	5	6	5	6	5	8	4	5	7	8	5	6	6	7	7	7	4	6	7	5	7	4	7	7	5	6	7	5	8	4	5	6	6	6	7	4	7
r078	1189.57	0.72%	1.09%	1.65%	2.36%	6	6	6	5	6	6	6	5	5	7	6	6	5	7	6	6	6	7	5	7	8	5	6	4	5	8	5	5	7	6	5	6	7	5	6	5	6	6	6	6	5	6	7	5	6	7	5	6	5	6	5	7	6	4	7	6	7	5	5	7	7	5	6	5	7	5	6	6	6	6	5	5	6	6	6	7	6	5	6	6	6	7	5	6
r079	1090.25	1.46%	1.74%	2.31%	2.88%	6	5	5	5	8	6	5	6	5	8	4	5	6	8	5	8	4	6	6	6	4	5	7	6	6	4	8	5	7	6	6	4	7	6	6	5	5	7	6	4	6	6	6	6	7	5	6	6	6	6	5	6	7	6	5	6	7	6	6	7	5	5	6	7	7	5	6	6	6	6	8	5	5	6	6	7	6	5	6	5	6	5	7	6
r080	1197.41	0.78%	1.03%	1.71%	2.35%	8	4	5	6	5	8	5	5	6	7	5	4	5	7	6	5	5	7	4	7	6	5	7	5	4	6	7	5	7	5	5	6	7	5	5	7	6	7	5	6	6	6	6	6	6	8	4	6	6	5	7	6	6	5	8	5	5	4	6	6	5	6	6	6	6	6	6	5	6	7	7	6	5	6	6	5	6	6	7	5	7	5	6	7
r081	1305.21	0.17%	0.28%	0.52%	0.92%	6	6	5	7	6	6	5	6	7	5	4	6	6	5	7	6	4	6	7	6	6	6	5	7	7	6	5	6	5	7	6	6	5	6	6	5	7	5	6	6	5	7	6	5	6	5	6	7	5	7	5	6	6	7	5	6	6	6	5	6	7	6	6	6	6	6	6	6	7	5	5	4	8	6	6	6	7	4	4	8	4	7	6	5
r082	1185.40	0.74%	1.15%	1.64%	2.34%	7	4	5	6	6	7	5	6	6	6	6	4	6	6	7	6	6	7	5	7	6	4	6	7	5	6	6	4	8	5	6	6	8	6	5	5	7	6	5	6	5	6	7	5	7	6	6	6	6	5	5	7	7	7	6	6	4	6	6	6	6	4	6	8	6	4	6	6	7	4	6	7	5	6	6	4	7	7	6	5	6	6	8	4
r083	1310.43	0.17%	0.27%	0.52%	0.93%	6	6	6	7	5	6	6	5	7	6	5	6	5	6	7	5	5	7	7	7	5	7	5	4	7	5	6	7	5	6	6	6	5	6	6	7	7	5	6	6	5	5	5	5	6	8	5	5	7	6	7	5	6	4	8	6	6	5	7	5	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
r084	1275.97	0.34%	0.51%	0.83%	1.27%	7	5	6	7	5	7	6	5	7	6	5	5	5	6	7	5	5	6	6	6	6	7	6	5	6	6	6	7	6	4	6	6	6	6	5	7	7	6	5	6	5	5	6	5	7	7	5	5	7	4	7	6	7	5	7	5	6	5	7	7	5	4	6	7	7	4	6	5	5	6	6	5	5	6	6	6	5	5	7	5	7	5	7	6
r085	1195.26	0.76%	1.02%	1.49%	2.10%	5	7	6	5	7	5	6	6	5	5	7	7	6	5	6	7	7	5	5	5	7	6	4	6	5	7	6	6	5	7	5	7	5	5	8	6	6	4	8	7	5	6	5	5	6	7	6	6	6	7	6	5	6	6	7	6	5	6	6	5	6	6	7	5	5	6	5	6	5	7	6	6	6	7	5	5	5	6	6	6	6	6	5	7
r086	1166.58	0.87%	1.13%	1.85%	2.68%	7	5	4	7	7	7	4	7	7	5	6	5	7	5	6	7	6	5	6	5	6	5	7	6	6	6	6	5	6	6	5	7	6	5	5	8	6	7	5	7	5	6	6	5	4	8	7	6	6	6	8	6	4	6	8	5	5	7	6	6	5	6	4	8	6	6	6	5	5	5	6	7	5	4	6	5	5	7	7	5	7	5	8	5
r087	1043.57	1.87%	2.27%	2.91%	3.78%	5	7	6	5	7	5	6	6	5	6	7	7	6	6	5	7	7	5	5	5	6	4	6	6	5	6	7	4	6	7	7	5	6	7	7	4	5	6	7	5	6	6	7	6	6	7	5	6	5	7	4	7	6	6	7	6	5	5	5	7	7	5	6	6	7	5	6	6	4	5	7	7	4	6	6	5	4	7	8	4	8	7	6	5
r088	1170.72	0.88%	1.13%	1.92%	2.54%	6	5	6	4	8	6	6	6	4	7	6	5	6	7	6	8	6	5	5	5	5	6	7	7	5	5	6	6	7	5	5	7	7	5	5	6	6	7	5	7	4	6	6	4	7	6	7	6	6	5	6	6	7	7	6	6	5	7	6	5	6	7	6	5	5	7	6	6	5	7	6	7	5	6	6	5	5	7	7	5	7	6	5	7
r089	1266.24	0.24%	0.35%	0.88%	1.32%	7	4	5	5	6	7	5	6	5	7	6	4	6	7	7	6	6	5	7	5	6	5	5	7	7	6	5	5	7	6	4	7	7	4	6	6	7	5	6	7	5	6	6	5	6	6	7	6	6	6	6	6	6	7	6	6	5	7	6	5	6	6	6	6	5	6	6	6	7	5	5	6	7	6	6	5	7	6	5	7	5	6	6	5
r090	1230.12	0.43%	0.69%	1.28%	1.75%	5	6	8	5	5	5	8	5	5	5	8	6	5	5	7	5	8	5	6	5	6	5	6	6	6	6	6	5	7	5	7	5	7	7	5	5	7	6	5	5	6	6	7	6	7	7	4	6	6	5	5	7	7	6	7	4	7	4	6	5	7	7	6	5	5	7	6	4	6	6	6	5	5	6	6	7	6	5	6	5	6	7	5	6
r091	1221.61	0.48%	0.78%	1.48%	2.29%	6	6	6	6	6	6	6	5	6	6	6	6	5	6	7	6	6	5	5	5	8	6	6	5	5	8	5	6	7	5	8	4	7	8	5	4	7	6	5	4	6	5	8	6	5	7	6	5	6	5	4	8	5	5	7	6	6	6	6	6	6	6	5	7	6	6	6	6	6	5	5	8	5	5	6	6	6	8	4	5	4	6	7	5
r092	1074.44	1.70%	2.18%	2.85%	3.59%	5	7	7	7	4	5	7	4	7	6	5	7	4	6	7	4	5	7	8	7	5	5	7	6	8	5	4	5	6	7	6	6	6	6	4	6	7	7	4	6	7	5	6	7	5	6	6	5	7	7	6	6	5	6	6	5	7	6	7	4	6	6	4	8	4	6	8	5	8	4	4	5	8	4	8	7	8	5	4	8	4	6	8	4
r093	1220.82	0.60%	0.76%	1.33%	1.95%	5	6	7	6	5	5	7	6	6	6	6	6	6	6	6	5	6	6	5	6	7	5	6	6	5	7	6	5	7	6	6	5	7	6	6	5	6	6	6	5	6	6	6	6	6	5	7	6	5	6	5	6	6	6	5	4	6	7	5	5	7	7	6	5	5	7	6	4	8	6	6	5	7	6	6	6	8	5	5	7	5	7	5	6
r094	1144.03	1.06%	1.37%	2.01%	2.76%	7	5	4	5	6	7	4	7	5	5	8	5	7	5	6	6	8	4	6	4	7	5	6	8	6	7	5	5	6	7	5	6	6	5	6	7	6	6	6	6	7	6	5	7	5	6	6	6	6	7	7	5	5	8	6	5	5	6	6	5	6	7	6	5	5	7	6	5	6	7	5	6	5	6	6	5	6	6	7	5	7	6	5	7
r095	1061.03	1.50%	1.94%	2.56%	3.24%	4	7	8	4	6	4	8	6	4	6	7	7	6	6	5	6	7	5	6	5	7	5	6	7	6	7	5	5	6	7	5	7	6	5	7	5	5	6	7	7	6	5	6	6	6	6	6	5	6	7	5	6	6	7	6	5	6	6	6	7	5	5	6	7	7	5	6	5	6	6	5	6	6	6	6	6	6	6	6	6	6	5	7	6
r096	1251.91	0.44%	0.68%	0.98%	1.45%	7	5	6	7	5	7	6	5	7	6	5	5	5	6	6	5	5	6	6	6	4	7	6	7	6	4	8	7	5	6	7	5	5	7	6	6	6	6	6	5	7	6	6	7	6	4	6	6	6	6	6	6	6	7	4	5	8	6	6	7	5	6	7	5	7	6	5	5	5	8	8	5	5	7	5	8	5	5	6	5	6	5	5	8
r097	921.76	2.81%	3.25%	3.82%	4.43%	5	5	5	7	5	5	5	8	7	7	4	5	8	7	4	5	4	6	7	6	6	6	5	7	7	6	5	6	6	6	5	7	6	5	7	6	4	5	7	7	6	5	5	6	7	5	6	5	7	6	6	5	7	7	5	5	5	6	7	6	5	7	5	6	6	7	5	5	8	5	5	6	7	5	5	5	8	6	5	7	5	5	6	5
r098	1128.47	1.29%	1.44%	2.03%	2.28%	4	6	6	7	5	4	6	7	7	6	5	6	7	6	5	5	5	8	6	8	5	7	4	4	6	5	6	7	6	5	7	5	6	7	7	4	5	4	7	5	5	5	8	5	6	7	6	5	5	5	4	8	6	4	7	7	6	6	5	8	5	4	6	7	8	4	6	7	5	6	6	6	6	6	6	6	5	6	6	6	6	5	7	6
r099	913.92	3.15%	3.61%	4.57%	5.12%	5	7	5	6	7	5	5	7	6	6	6	7	7	6	4	7	6	6	4	6	7	5	6	6	4	7	6	5	6	6	4	8	6	4	7	7	4	6	7	8	5	6	5	5	6	6	6	6	6	6	7	5	6	6	6	6	6	6	6	5	7	7	6	5	5	7	6	6	6	6	6	5	7	6	6	6	6	5	5	7	5	7	5	6
r100	1110.42	1.36%	1.76%	2.25%	2.88%	6	6	7	6	5	6	7	4	6	7	4	6	4	7	7	5	4	8	7	8	6	6	5	5	7	6	5	6	6	6	7	5	6	7	4	6	7	5	4	5	7	6	6	7	6	6	5	6	5	6	6	6	6	5	6	5	6	5	5	7	7	5	6	6	7	5	6	5	8	5	5	5	7	6	6	6	8	5	5	7	5	7	6	5
r101	1202.07	0.74%	0.97%	1.64%	2.19%	5	6	7	5	6	5	7	6	5	6	7	6	6	6	6	6	7	5	6	5	6	7	7	5	6	6	6	7	6	5	5	6	6	5	5	7	6	7	5	6	8	5	5	8	7	5	4	5	6	5	7	5	7	5	5	5	7	4	6	7	7	6	7	5	7	6	4	5	7	6	6	6	6	7	4	7	7	6	4	6	4	7	5	6
r102	1167.02	0.79%	1.31%	2.02%	2.72%	8	4	5	6	6	8	5	5	6	6	6	4	5	6	6	6	6	5	7	5	5	6	7	7	7	5	5	6	6	6	5	7	6	5	5	7	6	7	5	7	5	6	5	5	6	4	6	6	6	6	7	5	6	7	4	7	6	6	6	6	6	5	5	7	6	5	7	7	6	5	5	7	6	5	7	6	6	7	5	6	5	6	7	5
r103	1236.82	0.52%	0.78%	1.11%	1.43%	6	6	5	7	6	6	5	7	7	5	6	6	7	5	6	6	6	6	6	6	6	5	5	8	6	6	6	5	5	8	6	6	5	6	6	7	6	5	6	6	8	6	4	8	5	6	5	6	6	8	7	4	5	8	6	5	5	5	6	7	6	6	6	6	7	6	5	5	5	6	6	8	4	6	5	5	5	8	6	4	6	6	6	6
r104	1157.32	0.92%	1.36%	2.06%	2.92%	5	6	5	5	7	5	5	6	5	6	7	6	6	6	6	7	7	5	5	5	6	5	7	7	5	6	6	5	7	6	5	6	7	5	5	7	6	7	5	6	6	7	5	6	5	5	7	7	5	6	7	5	5	7	5	5	7	7	5	7	5	5	6	7	7	5	6	5	6	6	6	5	6	6	6	7	6	5	5	6	5	5	7	6
r105	1239.14	0.42%	0.65%	1.08%	1.64%	7	5	6	8	4	7	6	5	8	5	5	5	5	5	8	4	5	8	7	8	7	5	4	5	7	7	4	5	7	6	4	8	7	4	6	7	8	4	6	8	5	5	5	5	5	7	7	5	7	6	7	5	5	5	7	5	7	7	7	5	5	5	5	8	5	5	7	5	6	5	4	6	6	5	7	7	6	6	5	6	5	5	8	5
r106	1222.46	0.53%	0.74%	1.09%	1.45%	6	5	4	7	7	6	4	8	7	5	6	5	8	5	6	7	6	6	5	6	6	6	4	8	5	6	4	6	6	5	5	5	6	5	8	5	6	4	8	5	6	6	7	6	7	6	4	6	6	5	5	7	7	8	6	5	5	4	6	6	8	6	6	5	6	6	6	5	8	5	4	7	7	6	6	5	8	7	4	7	4	8	5	5
r107	1242.65	0.51%	0.61%	1.08%	1.39%	6	6	7	5	5	6	7	5	5	7	6	6	5	7	6	5	6	6	7	6	6	8	4	6	7	6	4	8	4	6	6	5	4	6	7	7	6	4	7	5	6	6	6	6	5	7	6	6	6	6	7	6	5	6	7	4	7	6	6	7	5	6	6	5	7	6	5	4	5	8	4	6	8	6	5	7	5	6	4	8	4	5	5	8
r108	1096.91	1.38%	1.81%	2.50%	3.21%	6	6	6	7	5	6	6	6	7	6	5	6	6	6	5	5	5	6	7	6	6	5	6	7	7	6	5	5	6	7	7	5	6	7	5	5	5	6	5	5	6	5	8	6	4	6	7	5	7	7	5	8	4	7	6	6	5	7	7	5	5	5	6	7	5	5	6	6	8	4	5	5	7	6	6	5	8	5	5	7	5	5	7	4
r109	1119.66	1.18%	1.51%	2.00%	2.55%	5	7	6	6	5	5	6	6	6	6	5	7	6	6	5	5	5	8	6	8	6	5	6	5	6	6	6	5	6	7	7	5	6	7	7	4	5	6	7	5	6	5	7	6	6	6	6	5	7	7	4	7	6	5	6	5	7	6	7	6	5	7	6	5	6	7	5	5	5	8	6	5	5	6	5	7	5	5	7	5	7	5	5	8
r110	1211.33	0.72%	0.85%	1.41%	1.74%	6	5	5	6	6	6	5	7	6	6	6	5	7	6	6	6	6	7	5	7	6	7	5	4	5	6	7	7	7	4	4	7	7	4	5	8	6	5	5	7	5	5	7	5	5	8	6	5	6	4	8	7	5	4	8	7	5	6	6	7	5	6	6	6	7	6	5	7	6	5	7	5	5	6	5	5	6	5	7	5	7	5	6	5
r111	1050.72	1.83%	2.21%	2.87%	3.44%	6	6	6	4	6	6	6	6	4	6	8	6	6	6	5	6	8	5	5	5	6	7	7	5	5	6	7	7	6	5	5	5	6	5	6	7	5	7	6	5	7	6	6	7	4	8	5	6	6	5	7	6	4	5	8	5	6	5	6	7	6	5	5	6	7	5	6	5	7	6	7	5	6	5	6	6	7	5	6	6	6	6	6	6
r112	1258.65	0.36%	0.55%	0.92%	1.38%	5	7	7	5	6	5	7	4	5	6	6	7	4	6	7	6	6	5	7	5	6	8	6	5	7	6	5	8	5	5	7	5	5	7	5	7	7	6	5	5	6	6	6	6	6	5	7	6	5	5	7	6	6	5	5	6	8	7	5	5	7	6	5	5	5	6	7	6	5	6	5	6	6	5	7	8	5	6	5	6	5	7	5	6
r113	1065.29	1.72%	2.10%	2.86%	3.39%	6	6	4	6	8	6	4	7	6	6	6	6	7	6	5	8	6	6	4	6	8	5	5	6	4	8	6	5	6	5	5	5	6	5	7	6	5	5	7	5	6	6	7	6	6	5	5	6	6	5	6	7	6	6	5	6	7	5	6	8	5	5	6	7	8	5	5	6	6	6	6	6	6	6	5	7	6	6	5	6	5	5	7	6
r114	1073.84	1.64%	1.98%	2.81%	3.55%	6	5	5	7	6	6	5	7	7	7	4	5	7	7	5	6	4	8	5	8	6	5	7	4	5	6	6	5	6	4	5	7	6	5	5	8	5	7	5	7	5	5	7	5	5	8	5	5	6	4	8	7	5	4	8	6	6	5	6	7	6	5	7	6	7	5	5	6	6	6	6	6	6	7	5	6	6	6	6	6	6	6	6	6
r115	1188.01	0.68%	1.07%	1.52%	2.26%	6	5	5	7	6	6	5	6	7	6	5	5	6	6	7	6	5	7	4	7	6	5	6	6	4	6	8	5	5	7	7	5	5	7	5	7	7	6	5	5	8	6	5	8	5	5	5	6	6	7	7	5	5	6	5	7	5	5	6	7	6	6	5	7	7	6	5	7	7	4	8	5	5	5	5	5	7	5	7	5	7	6	7	4
r116	1231.76	0.53%	0.76%	1.12%	1.38%	5	6	5	7	5	5	5	8	7	4	7	6	8	4	6	5	7	7	5	7	7	6	5	5	5	7	6	6	5	5	6	5	5	6	6	7	6	5	6	5	6	6	7	6	5	6	7	6	6	5	7	7	5	5	6	6	6	7	6	7	4	4	7	7	7	4	5	6	6	6	6	6	5	7	5	6	6	6	6	5	6	4	7	6
r117	915.17	2.92%	3.32%	4.09%	4.61%	6	6	7	5	6	6	7	5	5	6	7	6	5	6	4	6	7	6	5	6	7	5	7	5	5	7	5	5	6	7	6	6	6	6	7	5	4	7	7	6	7	5	6	7	6	6	5	5	6	7	5	6	6	5	6	6	7	5	6	6	7	6	6	6	6	6	6	6	5	5	5	6	6	6	6	7	5	6	6	6	6	7	6	5
r118	1112.10	1.24%	1.47%	2.07%	2.40%	5	7	6	6	5	5	6	6	6	5	6	7	6	5	5	5	6	8	4	8	7	6	5	4	4	7	7	6	4	8	5	7	4	5	8	5	5	5	8	7	5	6	6	5	5	6	8	6	5	8	5	6	5	4	6	5	7	8	5	5	6	7	5	6	5	7	6	5	6	6	7	5	6	5	6	7	6	5	6	6	6	6	6	6
r119	1154.98	0.96%	1.41%	1.95%	2.87%	5	6	5	7	5	5	5	8	7	4	7	6	8	4	6	5	7	5	7	5	6	5	7	7	7	6	5	5	7	5	5	7	7	5	5	6	6	7	5	7	5	5	7	5	6	5	8	5	4	5	6	7	6	7	5	5	6	8	4	4	8	7	6	5	4	7	6	5	7	5	5	6	7	6	6	6	7	6	5	7	5	8	5	5
r120	1256.40	0.40%	0.57%	0.94%	1.42%	5	7	5	7	6	5	5	6	7	4	5	7	6	4	7	6	5	6	7	6	4	5	6	8	7	4	5	5	6	7	8	4	6	8	5	5	7	6	5	4	7	6	6	7	6	6	5	6	6	7	5	6	6	8	6	5	5	5	6	6	7	7	6	5	6	7	5	5	7	6	5	7	6	6	5	5	7	7	5	6	5	7	5	6
r121	1240.35	0.40%	0.74%	1.13%	1.38%	6	5	6	5	7	6	6	6	5	6	5	5	6	6	7	7	5	8	4	8	6	5	5	6	4	6	7	5	6	5	6	6	6	6	5	7	7	5	5	6	5	7	5	5	7	7	5	7	5	5	7	5	7	6	7	6	5	5	5	6	7	6	6	6	6	6	6	6	6	5	7	6	5	6	6	5	6	6	7	5	7	7	6	5
r122	1172.28	0.86%	1.24%	1.90%	2.62%	7	5	5	6	7	7	5	6	6	7	5	5	6	7	6	7	5	5	5	5	5	6	6	8	5	5	7	6	5	5	6	6	5	6	5	8	6	6	5	6	6	7	4	6	7	5	6	7	5	5	8	4	7	8	5	5	6	6	5	6	5	6	5	7	6	6	6	5	7	6	7	5	6	5	6	6	7	5	6	6	6	5	7	6
r123	1106.93	1.33%	2.03%	3.14%	4.00%	6	6	6	7	5	6	6	6	7	5	6	6	6	5	6	5	6	5	8	5	6	4	7	7	8	6	4	4	7	6	6	5	7	6	5	6	6	7	5	5	8	5	6	8	5	4	7	5	5	6	6	6	5	7	4	6	7	7	5	6	6	6	6	6	6	6	6	6	4	6	4	6	7	6	6	7	4	6	5	7	5	6	6	6
r124	1306.21	0.14%	0.30%	0.55%	0.90%	5	6	7	6	5	5	7	6	6	4	8	6	6	4	8	5	8	5	5	5	6	7	4	8	5	6	7	7	5	5	6	6	5	6	6	6	8	4	6	6	6	7	5	6	6	4	8	7	5	5	6	5	6	8	4	6	6	8	5	6	5	6	7	5	6	6	5	6	7	5	7	6	5	7	5	6	7	6	5	5	5	5	5	5
r125	1183.70	0.82%	1.12%	1.79%	2.35%	5	6	6	5	5	5	6	7	5	5	7	6	7	5	6	5	7	6	6	6	6	7	7	4	6	6	5	7	7	4	6	5	7	6	5	6	6	7	5	5	4	6	6	4	6	7	7	6	5	4	6	6	6	4	7	6	7	7	5	6	6	5	6	7	6	5	6	6	6	5	5	6	7	6	6	7	6	6	4	7	4	6	7	5
r126	1064.79	1.70%	2.28%	3.12%	4.00%	5	5	5	6	6	5	5	8	6	6	6	5	8	6	5	6	6	6	6	6	7	5	7	5	6	7	5	5	6	6	6	6	6	6	5	7	5	7	5	6	6	7	5	6	6	5	7	7	5	6	7	5	6	5	5	7	7	7	5	6	6	6	6	6	6	6	6	7	6	5	5	6	7	6	6	7	6	6	5	7	5	6	6	5
r127	1225.52	0.55%	0.74%	1.33%	1.89%	6	6	7	6	4	6	7	5	6	5	7	6	5	5	7	4	7	6	7	6	5	4	6	8	7	5	6	4	8	6	6	5	8	6	5	5	7	6	5	5	6	6	7	6	6	6	6	6	6	6	5	7	6	8	6	4	6	6	6	5	7	6	5	5	5	6	7	4	8	6	6	6	6	5	7	6	8	6	4	6	4	7	5	6
r128	1213.57	0.56%	0.87%	1.50%	2.24%	7	5	4	6	8	7	4	6	6	5	7	5	6	5	7	8	7	4	5	4	5	6	5	8	5	5	8	6	7	5	7	5	7	7	6	4	7	5	6	5	5	7	7	5	7	4	8	7	5	5	4	7	7	8	4	5	7	8	5	5	6	6	5	7	5	6	7	5	7	5	8	5	5	5	7	7	7	5	5	5	5	6	7	5
r129	1188.88	0.65%	1.15%	1.68%	2.27%	6	5	8	4	5	6	8	4	4	8	6	5	4	8	7	5	6	6	7	6	5	6	6	7	7	5	5	6	5	6	8	4	5	8	5	5	7	6	5	4	8	4	8	8	5	6	4	4	7	6	5	8	5	7	6	5	5	4	7	5	8	6	5	6	5	6	7	5	8	4	5	6	7	5	7	5	8	6	5	7	5	8	6	4
r130	1253.33	0.45%	0.64%	0.99%	1.20%	7	5	6	6	6	7	6	5	6	7	5	5	5	7	6	6	5	7	5	7	7	5	4	7	5	7	6	5	4	7	5	7	4	5	8	7	6	4	8	7	5	7	4	5	6	6	7	7	5	7	7	4	6	7	6	6	5	7	5	5	7	6	5	6	5	6	7	6	7	5	6	6	5	5	7	5	7	6	6	5	6	7	6	5
r131	897.71	3.00%	3.54%	3.99%	4.69%	5	6	8	4	5	5	8	5	4	7	7	6	5	7	4	5	7	5	6	5	5	5	8	7	6	5	6	5	6	6	8	4	6	8	6	4	4	8	6	4	5	7	6	5	8	7	4	7	5	6	4	6	8	7	7	5	5	4	5	5	7	7	6	5	5	7	6	5	6	6	6	7	5	6	6	5	6	7	6	5	6	7	5	6
