ID	AT	BBP1	BBP2	BBP3	BBP4	e0	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13	e14	e15	e16	e17	e18	e19	e20	e21	e22	e23	e24	e25	e26	e27	e28	e29	e30	e31	e32	e33	e34	e35	e36	e37	e38	e39	e40	e41	e42	e43	e44	e45	e46	e47	e48	e49	e50	e51	e52	e53	e54	e55	e56	e57	e58	e59	e60	e61	e62	e63	e64	e65	e66	e67	e68	e69	e70	e71	e72	e73	e74	e75	e76	e77	e78	e79	e80	e81	e82	e83
r132	1225.84	0.50%	0.81%	1.29%	1.85%	7	5	6	5	6	7	6	5	5	7	6	5	5	7	7	6	6	6	6	6	6	5	5	6	6	6	6	5	7	6	5	6	7	5	5	7	7	5	5	6	6	6	6	6	5	6	7	6	6	6	7	6	5	6	6	5	7	7	6	4	6	8	5	5	4	8	6	5	6	6	6	5	4	5	6	7	6	5	6	4	6	6	5	6
r133	1072.80	1.54%	1.92%	2.41%	2.89%	6	6	6	4	8	6	6	6	4	7	5	6	6	7	5	8	5	5	6	5	6	7	5	6	6	6	6	7	6	5	6	6	6	6	7	5	5	5	7	6	5	7	6	5	8	5	6	7	5	5	5	6	8	6	5	5	7	6	5	6	6	7	5	6	6	7	5	5	6	6	6	6	6	5	5	7	6	6	5	6	5	6	6	6
r134	1053.17	1.99%	2.56%	3.33%	4.15%	5	6	7	5	6	5	7	5	5	6	7	6	5	6	7	6	7	6	5	6	8	5	6	5	5	8	4	5	6	5	6	6	6	6	4	8	7	6	4	6	5	6	6	5	5	7	4	6	6	5	8	6	5	5	7	6	6	4	6	6	6	6	5	6	6	6	6	6	6	6	4	7	6	5	6	6	6	7	5	6	5	6	6	6
r135	1227.43	0.36%	0.71%	1.26%	1.93%	6	6	6	5	7	6	6	6	5	5	6	6	6	5	7	7	6	5	6	5	7	5	5	5	6	7	5	5	6	7	4	7	6	4	6	7	7	5	6	7	6	5	6	6	4	7	7	5	6	7	7	6	4	5	7	7	5	7	6	4	7	8	6	4	4	8	6	7	5	6	5	7	5	6	6	5	5	7	7	5	7	7	4	6
r136	1101.53	1.39%	1.68%	2.26%	2.89%	6	5	6	5	6	6	6	6	5	8	5	5	6	8	5	6	5	7	6	7	7	5	6	5	6	7	5	5	7	5	5	7	7	5	6	6	5	6	6	7	4	7	6	4	5	8	7	7	5	5	6	6	5	5	8	6	5	7	5	5	6	6	7	5	5	6	5	6	7	5	5	7	5	7	5	5	7	7	5	5	5	6	5	5
r137	1262.15	0.36%	0.52%	0.90%	1.16%	6	5	5	7	5	6	5	7	7	5	5	5	7	5	7	5	5	6	8	6	5	6	6	7	8	5	5	6	6	5	5	7	6	5	5	8	7	6	5	7	5	6	6	5	5	6	7	6	6	5	8	6	5	7	6	6	5	7	6	6	5	5	7	6	6	5	5	6	5	7	5	7	6	7	5	5	5	7	6	6	6	5	6	7
r138	1071.82	1.73%	2.12%	2.93%	3.69%	4	5	7	5	5	4	7	7	5	7	6	5	7	7	5	5	6	5	6	5	6	5	7	7	6	6	5	5	7	5	7	5	7	7	5	5	5	7	5	5	5	7	7	5	7	5	7	7	5	5	5	7	7	7	5	8	4	7	5	4	6	6	5	6	4	6	7	8	4	6	5	7	6	5	7	4	4	7	6	6	6	6	6	6
r139	1216.81	0.61%	0.89%	1.31%	1.78%	6	5	6	4	8	6	6	6	4	7	4	5	6	7	6	8	4	5	7	5	5	8	6	5	7	5	6	8	5	5	6	6	5	6	6	7	6	6	6	6	6	5	7	6	5	5	7	5	6	5	7	7	5	5	5	6	8	7	6	5	6	6	6	6	5	6	6	6	6	6	6	5	6	6	6	8	6	5	5	6	5	6	6	6
r140	1254.53	0.47%	0.67%	0.98%	1.36%	6	5	6	6	6	6	6	6	6	7	5	5	6	7	6	6	5	6	6	6	6	7	5	6	6	6	6	7	6	5	5	5	6	5	7	6	6	5	7	5	5	7	6	5	7	5	7	7	4	5	6	6	7	6	5	7	5	7	4	5	8	7	5	5	5	7	6	7	6	5	6	6	5	5	6	5	6	6	7	5	7	8	5	5
r141	1127.24	1.24%	1.71%	2.51%	3.24%	5	7	6	7	5	5	6	5	7	5	5	7	5	5	7	5	5	6	8	6	5	4	5	8	8	5	5	4	6	7	5	7	6	5	5	6	7	5	5	7	6	6	5	6	6	4	8	6	5	7	6	5	6	8	4	6	5	8	5	4	7	7	5	6	4	7	7	6	6	5	5	7	6	5	7	5	6	7	5	6	5	7	6	5
r142	1253.96	0.40%	0.49%	0.98%	1.32%	6	5	6	6	5	6	6	6	6	6	6	5	6	6	7	5	6	6	6	6	6	6	5	7	6	6	5	6	5	7	6	6	5	6	5	8	7	5	5	6	7	5	5	7	4	7	6	5	6	7	8	5	4	7	7	4	6	6	6	7	5	6	5	7	7	6	5	4	8	5	5	5	7	5	5	6	8	5	5	7	5	5	7	5
r143	1096.37	1.44%	1.76%	2.29%	2.95%	5	6	6	5	5	5	6	7	5	6	7	6	7	6	5	5	7	7	5	7	7	6	6	4	5	7	6	6	5	7	5	6	5	5	6	8	5	6	6	6	8	4	4	8	4	7	5	4	7	7	8	4	4	4	7	6	7	5	7	7	5	5	7	6	7	5	5	6	6	6	6	5	6	7	5	7	6	5	5	6	5	5	6	6
r144	1069.48	1.61%	2.23%	3.11%	4.02%	7	5	4	7	6	7	4	7	7	5	6	5	7	5	6	6	6	6	6	6	6	5	7	6	6	6	4	5	8	5	7	4	8	7	4	5	6	7	4	4	7	6	7	7	6	5	6	6	5	5	5	7	6	6	5	6	7	6	5	5	7	6	5	6	5	6	7	6	6	5	4	5	6	5	7	7	6	5	6	6	6	7	6	5
r145	1073.67	1.56%	1.82%	2.35%	2.75%	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	5	7	5	5	8	5	7	7	5	6	8	4	6	6	6	4	6	8	5	5	5	8	6	6	5	7	6	6	4	6	5	6	6	5	7	6	7	4	6	7	6	6	5	7	7	6	5	5	7	6	6	5	6	6	6	6	6	6	7	5	6	6	6	6	7	5	6
r146	1094.17	1.42%	1.67%	2.28%	2.85%	5	6	7	5	6	5	7	6	5	7	6	6	6	7	5	6	6	7	5	7	5	5	7	6	5	5	5	5	5	8	5	7	5	5	6	6	5	7	6	7	8	4	5	8	5	5	6	4	6	8	6	5	5	6	5	8	5	6	6	7	5	5	5	8	7	5	6	8	5	5	5	8	5	5	6	5	5	8	6	5	6	5	8	5
r147	981.69	2.78%	3.46%	4.56%	5.77%	6	6	6	5	5	6	6	6	5	5	8	6	6	5	5	5	8	4	6	4	7	5	8	6	6	7	5	5	7	6	4	8	7	4	4	8	5	8	4	8	5	7	4	5	6	5	8	7	5	6	8	4	6	6	5	6	7	8	5	6	5	6	4	8	6	6	6	6	6	5	5	7	6	4	6	7	6	7	4	6	4	5	8	5
r148	1242.53	0.33%	0.60%	1.08%	1.57%	6	5	6	6	5	6	6	5	6	5	7	5	5	5	7	5	7	7	5	7	6	4	5	8	5	6	7	4	6	5	5	6	6	5	6	7	7	5	6	6	6	6	6	6	6	4	7	6	6	5	7	6	6	8	4	4	7	7	6	5	6	8	5	5	5	8	5	4	5	7	7	5	6	5	5	7	5	5	6	6	6	6	5	7
r149	1069.93	1.60%	1.93%	2.43%	2.90%	6	6	5	6	6	6	5	7	6	6	6	6	7	6	5	6	6	5	7	5	5	6	6	8	7	5	5	6	7	5	5	7	7	5	7	4	5	6	7	7	5	5	7	5	8	4	7	5	6	5	4	7	8	8	4	5	6	7	6	6	5	7	5	6	6	7	5	5	5	7	5	7	6	5	5	6	5	7	6	6	6	5	6	7
r150	1033.67	2.08%	2.91%	3.75%	4.84%	5	6	8	4	6	5	8	5	4	7	7	6	5	7	6	6	7	6	5	6	8	5	6	5	5	8	5	5	6	6	7	5	6	7	4	7	6	6	4	5	7	6	6	7	5	4	7	6	5	6	7	6	5	5	4	8	7	7	5	8	4	4	7	7	8	4	5	8	5	5	5	6	6	7	5	7	5	6	6	6	6	4	7	5
r151	1177.10	0.83%	1.21%	1.82%	2.80%	6	6	6	5	6	6	6	6	5	6	7	6	6	6	6	6	7	6	5	6	6	6	7	4	5	6	7	6	6	5	7	5	6	7	5	6	6	7	5	5	6	6	7	6	6	5	5	6	5	5	6	7	6	4	5	7	8	5	5	6	8	7	6	5	6	7	5	7	6	5	7	5	6	6	5	8	6	5	5	6	5	8	5	5
r152	1017.42	2.25%	2.85%	3.71%	4.52%	6	6	5	7	5	6	5	7	7	5	5	6	7	5	6	5	5	8	5	8	6	4	6	6	5	6	7	4	6	8	5	7	6	5	4	7	6	6	4	7	8	5	4	8	5	4	7	5	5	8	7	4	5	6	4	6	7	7	5	7	5	6	7	5	7	6	5	6	6	6	7	6	5	7	5	7	6	6	5	5	5	5	5	6
r153	1246.15	0.46%	0.58%	1.04%	1.52%	6	4	7	4	6	6	7	5	4	8	6	4	5	8	7	6	6	6	6	6	7	6	4	7	6	7	5	6	7	5	6	6	7	6	5	6	7	4	5	6	5	5	8	5	5	6	8	5	5	5	6	8	5	7	6	5	5	8	5	5	5	6	5	6	5	6	7	5	6	7	5	6	5	5	7	5	6	6	7	5	7	5	6	7
r154	1176.30	0.79%	1.26%	1.94%	2.65%	6	5	7	7	4	6	7	5	7	7	4	5	5	7	7	4	4	7	6	7	7	6	6	4	6	7	5	6	6	5	6	5	6	6	5	7	7	6	5	5	7	6	6	7	6	5	6	6	6	5	7	6	6	4	5	8	7	6	6	5	7	5	6	7	5	5	6	8	5	4	5	7	6	6	6	7	5	7	5	6	5	7	7	4
r155	1090.77	1.51%	1.83%	2.62%	3.33%	7	5	4	7	6	7	4	7	7	6	5	5	7	6	5	6	5	6	7	6	4	5	8	5	7	4	7	5	7	6	6	6	7	6	5	5	5	8	5	6	5	5	8	5	5	7	6	5	5	6	5	8	5	5	7	6	6	6	5	6	7	6	7	5	6	6	5	6	6	5	7	5	5	7	5	6	6	5	7	5	7	7	5	5
r156	1256.36	0.36%	0.54%	0.94%	1.45%	6	6	6	6	6	6	6	5	6	6	5	6	5	6	7	6	5	6	7	6	6	8	5	5	7	6	5	8	5	5	6	6	5	6	5	8	7	5	5	6	7	6	5	7	6	4	7	6	6	5	8	5	6	5	4	6	7	7	6	6	5	6	6	6	6	6	5	6	5	7	5	5	5	6	5	7	5	5	7	5	7	5	6	7
r157	1085.02	1.43%	1.78%	2.39%	3.01%	6	6	7	6	5	6	7	5	6	6	6	6	5	6	5	5	6	6	7	6	5	6	7	6	7	5	5	6	5	6	6	5	5	6	6	6	5	7	6	5	7	6	6	7	6	4	7	6	6	6	6	6	6	6	4	8	6	7	6	6	5	6	5	7	6	6	6	8	5	5	5	6	7	5	6	6	5	6	5	7	5	5	7	5
r158	1249.45	0.40%	0.57%	1.01%	1.37%	6	5	6	5	7	6	6	6	5	7	4	5	6	7	6	7	4	8	5	8	5	6	6	5	5	5	8	6	6	5	7	5	6	7	6	4	6	6	6	5	5	7	7	5	7	6	5	7	4	5	4	7	7	5	6	5	8	5	4	7	7	6	6	6	7	6	5	5	6	5	8	5	5	6	5	8	6	5	5	5	5	7	6	5
r159	1106.48	1.49%	2.16%	3.02%	4.07%	7	5	5	7	6	7	5	6	7	5	6	5	6	5	6	6	6	6	5	6	8	5	7	4	5	8	4	5	7	6	5	7	7	5	5	6	6	7	5	7	5	5	7	5	5	8	5	5	7	6	6	7	5	4	8	8	4	5	7	6	6	5	6	7	6	5	5	8	5	5	4	8	6	6	5	4	5	8	6	6	6	6	7	5
r160	1239.61	0.42%	0.73%	1.15%	1.60%	6	6	5	6	7	6	5	6	6	5	7	6	6	5	7	7	7	5	5	5	6	6	6	6	5	6	7	6	7	5	6	6	7	6	5	6	7	6	5	6	5	6	7	5	6	7	6	6	5	5	6	7	6	6	7	5	6	6	5	6	6	6	6	6	6	6	6	5	7	6	7	5	5	6	6	6	7	5	6	5	6	6	6	6
r161	1109.05	1.33%	1.68%	2.15%	2.56%	5	7	7	5	5	5	7	6	5	6	7	7	6	6	5	5	7	6	6	6	5	6	7	6	6	5	7	6	7	5	5	4	7	5	6	6	5	7	6	4	6	7	7	6	6	6	6	7	4	5	6	7	6	6	6	6	6	6	4	7	7	6	6	6	7	6	5	6	6	5	7	5	6	6	5	6	6	5	6	6	6	7	6	5
r162	1211.52	0.63%	0.89%	1.53%	1.83%	5	5	6	5	6	5	6	6	5	6	7	5	6	6	6	6	7	6	5	6	8	6	5	4	5	8	5	6	5	6	5	6	5	5	7	7	6	5	7	6	7	6	4	7	6	5	6	6	6	6	7	4	6	4	5	5	8	6	6	6	6	5	5	7	6	5	6	5	5	5	5	5	6	5	6	8	5	5	6	6	6	6	7	5
r163	1061.68	1.59%	1.98%	2.63%	3.17%	7	5	5	5	7	7	5	6	5	7	6	5	6	7	5	7	6	5	6	5	6	6	7	6	6	6	5	6	5	7	6	6	5	6	6	7	5	7	6	6	7	6	5	7	5	5	5	6	6	7	7	5	5	6	5	6	7	5	6	7	6	6	7	4	7	6	5	6	6	6	5	6	7	7	5	7	6	6	5	7	5	6	4	6
r164	1234.48	0.49%	0.72%	1.08%	1.50%	6	6	6	7	5	6	6	6	7	6	5	6	6	6	6	5	5	7	7	7	6	7	5	5	7	6	4	7	5	6	7	5	5	7	7	4	6	5	7	5	5	6	8	5	6	8	5	6	5	6	4	8	6	5	8	6	5	5	5	7	6	5	6	6	7	5	6	6	5	6	4	8	6	6	6	5	5	8	6	6	6	6	6	6
r165	1179.91	0.74%	1.14%	1.71%	2.43%	6	6	5	7	5	6	5	7	7	5	6	6	7	5	6	5	6	6	7	6	5	5	7	6	7	5	6	5	8	5	5	6	8	5	5	6	6	7	5	6	6	7	5	6	7	5	6	7	5	5	6	5	7	6	5	7	6	6	5	7	6	6	7	5	7	6	5	7	5	6	6	7	5	7	5	6	5	7	6	5	6	6	5	6
r166	1114.66	1.28%	1.55%	2.15%	2.58%	6	6	7	5	5	6	7	5	5	8	5	6	5	8	5	5	5	7	5	7	7	6	4	6	5	7	4	6	6	5	6	5	6	6	7	5	5	4	7	5	7	5	7	7	6	6	5	5	6	5	5	7	6	6	6	7	5	5	6	5	8	7	6	5	5	7	6	7	6	5	4	8	6	6	6	5	6	8	5	6	5	8	5	5
r167	1178.33	0.75%	1.20%	1.68%	2.35%	5	7	8	6	4	5	8	5	6	5	7	7	5	5	6	4	7	5	6	5	5	7	7	5	6	5	7	7	6	5	5	6	6	5	5	7	6	7	5	6	6	7	5	6	7	5	6	7	5	5	7	5	7	5	5	7	7	6	5	6	7	6	6	6	6	6	6	7	6	5	7	5	6	6	6	7	6	5	6	6	6	7	6	5
r168	1214.38	0.61%	0.81%	1.38%	1.91%	5	6	6	6	6	5	6	6	6	5	6	6	6	5	6	6	6	6	6	6	4	6	6	6	6	4	6	6	6	6	5	5	6	5	6	7	6	6	6	5	6	7	6	6	5	4	7	7	4	6	7	6	5	6	4	8	6	7	4	6	7	5	5	6	6	5	7	8	5	5	6	7	5	5	7	6	5	7	6	5	6	7	6	5
r169	916.10	2.84%	3.02%	3.79%	4.45%	5	6	6	6	6	5	6	7	6	7	4	6	7	7	4	6	4	6	8	6	6	6	7	5	8	6	4	6	7	4	5	6	7	5	6	6	4	7	6	6	6	6	6	6	6	7	5	6	5	4	6	6	6	5	7	7	5	5	5	7	6	5	6	7	7	5	6	7	5	5	4	7	6	6	6	5	5	7	6	6	6	6	7	5
r170	1330.36	0.14%	0.23%	0.41%	0.78%	7	5	6	5	6	7	6	4	5	7	6	5	4	7	7	6	6	6	6	6	6	8	5	5	6	6	5	8	5	5	6	5	5	6	6	7	7	5	6	5	5	7	7	5	5	8	5	7	5	5	7	7	5	5	8	6	5	5	5	7	7	5	7	6	7	5	5	6	6	5	5	7	6	7	5	5	6	7	6	6	6	7	6	5
r171	1180.28	0.74%	1.16%	1.64%	2.19%	5	6	5	6	7	5	5	5	6	7	5	6	5	7	6	7	5	5	6	5	6	5	6	5	6	6	6	5	5	7	7	5	5	7	6	6	6	6	6	5	5	7	6	5	5	6	8	7	5	7	6	6	5	5	6	5	8	8	5	6	5	5	6	7	6	5	6	5	6	6	6	5	6	6	6	8	6	5	5	6	5	5	7	6
r172	1202.44	0.61%	0.98%	1.48%	2.03%	6	6	6	6	6	6	6	5	6	6	6	6	5	6	6	6	6	6	5	6	6	8	6	4	5	6	6	8	5	5	7	5	5	7	5	7	6	6	5	5	6	6	6	6	6	6	6	6	6	5	7	6	6	4	6	6	7	6	6	6	5	6	6	6	6	6	5	6	4	7	6	7	5	6	5	7	4	7	6	5	6	5	6	7
r173	1277.73	0.34%	0.53%	0.88%	1.34%	6	5	7	4	6	6	7	5	4	7	7	5	5	7	7	6	7	6	5	6	5	5	6	8	5	5	7	5	7	6	6	6	7	6	5	6	7	6	5	6	6	6	6	6	6	7	5	6	6	6	6	6	6	8	7	4	4	5	6	5	6	7	5	5	5	7	6	4	7	7	7	6	5	5	6	4	7	6	7	5	7	6	5	7
r174	1262.73	0.41%	0.52%	0.89%	1.35%	4	6	8	5	5	4	8	5	5	5	7	6	5	5	8	5	7	6	6	6	6	6	5	7	6	6	5	6	6	5	7	5	6	7	5	5	8	5	5	5	7	5	7	7	7	5	5	5	6	5	5	7	7	7	5	6	6	5	6	6	7	6	6	6	6	6	6	6	6	5	5	7	6	6	6	6	6	7	5	6	5	7	6	5
r175	1268.37	0.41%	0.61%	0.93%	1.25%	7	5	6	5	7	7	6	5	5	8	5	5	5	8	6	7	5	7	5	7	5	7	5	6	5	5	7	7	6	5	5	6	6	5	6	7	6	5	6	6	7	5	5	7	7	5	5	5	7	5	7	5	7	6	5	5	8	5	7	7	5	6	7	5	7	6	5	5	6	7	7	4	7	7	5	8	6	4	5	7	5	5	5	7
r176	1279.94	0.37%	0.50%	0.91%	1.14%	5	5	6	7	5	5	6	7	7	6	5	5	7	6	6	5	5	7	6	7	6	6	5	6	6	6	6	6	6	6	6	6	6	6	7	5	6	5	7	6	7	6	5	7	6	6	5	6	6	6	5	5	6	6	6	6	6	5	6	6	7	5	5	5	6	5	7	6	6	6	6	7	5	5	7	6	6	7	5	5	5	7	5	6
r177	1286.39	0.33%	0.46%	0.73%	1.11%	5	6	7	6	5	5	7	6	6	5	5	6	6	5	7	5	5	6	7	6	5	6	6	7	7	5	6	6	6	6	6	6	6	6	5	5	7	6	5	6	5	6	7	5	4	7	8	6	5	6	5	7	4	7	7	6	4	8	5	6	5	6	6	6	6	6	6	6	6	6	6	7	5	6	6	4	6	7	7	5	7	5	6	6
r178	1214.22	0.54%	0.86%	1.55%	2.20%	5	5	7	5	6	5	7	6	5	6	5	5	6	6	7	6	5	7	5	7	6	4	5	8	5	6	7	4	7	5	5	6	7	5	6	6	7	5	6	6	7	5	6	7	7	4	5	5	5	5	6	6	7	8	4	5	7	5	5	7	7	5	7	6	7	5	5	5	6	5	7	6	5	7	5	7	6	6	5	5	5	7	6	5
r179	1121.66	1.26%	1.42%	1.90%	2.34%	6	5	5	5	5	6	5	7	5	7	6	5	7	7	5	5	6	8	5	8	6	6	6	4	5	6	6	6	5	7	5	7	5	5	7	5	5	6	7	7	5	6	5	5	7	7	5	6	6	7	5	5	7	4	7	6	7	5	6	8	5	4	7	7	8	4	5	6	5	6	6	6	6	7	5	7	5	6	6	6	6	5	7	6
r180	1182.85	0.73%	1.11%	1.66%	2.43%	7	5	5	5	7	7	5	6	5	6	7	5	6	6	6	7	7	5	5	5	5	6	6	8	5	5	7	6	5	6	5	7	5	5	6	5	6	6	6	7	5	5	7	5	6	4	7	5	5	6	5	7	6	8	4	7	5	7	5	5	7	6	5	6	5	6	7	7	5	5	7	7	4	5	7	5	5	7	7	4	7	7	6	5
r181	1172.10	0.79%	1.25%	1.97%	2.73%	6	5	5	8	5	6	5	7	8	5	5	5	7	5	6	5	5	5	6	5	7	6	6	5	6	7	5	6	7	5	6	6	7	6	6	5	6	6	6	6	6	6	6	6	8	4	6	6	6	5	5	6	8	5	4	7	8	6	6	5	7	6	5	7	5	6	6	7	6	4	5	5	7	5	6	8	6	5	5	7	5	7	7	4
r182	1212.35	0.70%	0.92%	1.23%	1.69%	6	5	6	5	5	6	6	6	5	7	6	5	6	7	6	5	6	5	8	5	5	8	6	6	8	5	5	8	4	6	7	5	4	7	6	7	6	6	6	5	7	5	6	7	4	7	6	5	5	6	7	6	4	6	7	5	5	6	5	8	5	5	7	6	8	5	5	5	7	5	5	7	5	7	5	5	7	7	5	5	5	5	6	5
r183	1066.48	1.60%	2.19%	2.73%	3.43%	6	5	5	6	5	6	5	7	6	6	6	5	7	6	5	5	6	6	7	6	7	6	6	4	7	7	4	6	6	6	6	5	6	6	7	5	5	6	7	5	7	6	6	7	7	5	4	6	6	6	5	6	7	4	5	8	7	4	6	7	6	5	5	8	7	5	6	8	5	4	4	6	6	5	6	7	5	6	6	6	6	6	8	4
r184	1062.68	1.79%	2.34%	3.09%	3.65%	6	6	5	5	7	6	5	7	5	6	7	6	7	6	5	7	7	5	5	5	5	7	6	7	5	5	7	7	6	5	7	5	6	7	5	6	5	6	5	5	7	6	6	7	6	4	7	6	6	5	6	6	6	7	4	5	8	7	6	5	6	7	5	6	5	7	5	5	4	6	7	6	5	5	5	8	4	6	6	5	6	6	6	6
r185	1040.34	2.05%	2.69%	3.64%	4.62%	7	5	4	6	7	7	4	6	6	6	6	5	6	6	7	7	6	4	7	4	7	5	7	5	7	7	4	5	7	5	5	7	7	5	4	8	7	7	4	7	5	6	5	5	6	8	5	6	6	5	8	5	6	5	8	4	7	5	6	5	7	7	7	4	5	7	5	4	6	7	4	6	7	7	5	7	6	6	5	7	5	7	4	7
r186	1262.56	0.23%	0.45%	0.90%	1.39%	6	5	7	5	5	6	7	5	5	6	7	5	5	6	7	5	7	5	6	5	8	6	5	6	6	8	4	6	7	5	5	6	7	5	6	6	7	5	6	6	5	6	7	5	6	6	6	6	5	5	6	7	6	6	6	6	6	6	5	5	8	6	6	5	5	6	6	6	7	5	4	6	8	6	6	6	7	6	4	8	4	8	5	5
r187	1190.38	0.73%	1.09%	1.61%	2.11%	7	4	5	6	6	7	5	6	6	5	7	4	6	5	6	6	7	6	5	6	5	6	7	5	5	5	7	6	7	5	4	8	7	4	5	8	6	7	5	8	5	6	5	5	6	5	6	6	6	5	8	5	6	5	5	7	7	6	6	7	5	5	6	6	7	5	6	7	4	7	7	6	5	6	6	7	4	6	6	5	6	5	6	7
r188	1249.42	0.43%	0.66%	1.01%	1.30%	7	5	6	5	4	7	6	5	5	8	5	5	5	8	6	4	5	8	6	8	5	6	5	6	6	5	6	6	5	5	5	7	5	5	7	7	6	5	7	7	4	6	7	4	5	7	5	6	5	5	7	7	5	6	7	6	5	5	5	8	5	4	6	8	8	4	5	6	6	5	6	7	5	6	5	5	6	7	6	5	6	5	8	5
r189	897.77	3.28%	3.85%	4.58%	5.14%	4	6	8	5	4	4	8	6	5	8	4	6	6	8	4	4	4	8	7	8	5	4	7	6	7	5	5	4	7	7	4	7	7	4	7	6	4	7	7	7	6	5	6	6	5	6	5	5	5	7	6	6	5	6	6	4	6	5	5	8	6	5	7	5	8	5	5	4	7	7	5	5	6	7	5	6	7	5	6	6	6	6	5	7
r190	1170.51	0.86%	1.20%	1.95%	2.67%	6	5	5	6	7	6	5	6	6	6	6	5	6	6	6	7	6	5	5	5	7	5	6	4	5	7	6	5	6	7	5	7	6	5	6	6	6	6	6	7	6	5	5	6	6	7	5	5	7	7	6	5	6	4	7	7	6	5	7	5	7	7	7	4	5	7	5	7	5	5	6	7	5	7	5	6	5	7	6	5	6	7	4	5
r191	1234.07	0.50%	0.73%	1.15%	1.52%	6	5	5	6	7	6	5	7	6	6	5	5	7	6	6	7	5	6	6	6	6	6	5	7	6	6	6	6	6	5	7	4	6	7	6	5	6	5	6	4	7	6	6	7	8	4	5	6	6	5	5	6	8	7	4	5	7	5	6	7	4	5	5	8	7	5	6	5	7	6	6	5	7	5	6	7	7	5	5	7	5	4	8	6
r192	1093.28	1.39%	1.81%	2.30%	2.82%	6	5	6	4	6	6	6	6	4	8	6	5	6	8	5	6	6	7	4	7	6	7	5	5	4	6	8	7	4	7	6	6	4	6	8	6	5	5	8	6	7	6	4	7	7	4	6	6	5	7	6	4	7	5	4	8	7	6	5	6	6	5	5	8	6	5	7	8	5	4	8	6	4	5	7	7	5	6	6	4	6	6	8	4
r193	1091.77	1.28%	1.63%	2.24%	2.54%	5	7	6	6	6	5	6	7	6	5	5	7	7	5	5	6	5	7	6	7	7	5	6	5	6	7	5	5	6	7	5	7	6	5	7	6	5	6	7	7	5	6	5	5	5	8	5	6	6	7	6	5	5	5	8	5	6	5	6	7	6	6	8	4	7	6	4	5	5	7	5	7	6	8	4	6	5	7	6	6	6	6	4	7
r194	1167.81	0.88%	1.26%	2.07%	2.92%	5	6	6	5	7	5	6	6	5	6	5	6	6	6	6	7	5	6	5	6	7	4	6	7	5	7	6	4	5	7	6	5	5	6	6	6	6	6	6	5	7	6	6	7	5	5	7	6	4	7	6	6	5	7	5	7	5	7	4	7	5	5	5	8	7	5	6	7	7	4	6	5	7	5	6	5	7	5	5	7	5	5	8	4
r195	1301.22	0.16%	0.31%	0.62%	0.98%	5	7	5	8	5	5	5	5	8	4	6	7	5	4	7	5	6	6	5	6	8	5	4	7	5	8	5	5	6	5	5	7	6	5	7	5	7	4	7	7	5	5	7	5	6	5	8	5	6	5	5	7	6	7	5	7	5	8	6	5	5	7	5	6	5	7	6	7	5	5	5	7	6	5	6	5	5	7	6	6	6	5	6	5
r196	1294.50	0.29%	0.45%	0.70%	1.04%	7	4	6	5	5	7	6	5	5	7	6	4	5	7	8	5	6	7	6	7	5	7	5	6	6	5	5	7	6	5	6	6	6	6	5	6	8	5	5	6	6	5	7	6	6	5	5	5	7	5	6	7	6	6	5	6	7	5	7	8	4	6	6	6	8	6	4	6	5	7	5	7	6	6	4	7	5	7	5	6	5	4	6	7
r197	1047.31	1.90%	2.46%	3.54%	4.44%	5	6	7	6	4	5	7	6	6	6	6	6	6	6	5	4	6	6	6	6	5	5	8	4	6	5	7	5	7	5	6	5	7	6	5	6	5	8	5	5	7	4	8	7	5	5	7	4	6	5	6	8	5	4	5	8	6	7	6	6	5	5	5	8	6	5	7	8	6	4	7	5	5	5	7	6	6	5	7	5	7	5	8	4
r198	888.79	3.15%	3.59%	4.19%	5.01%	5	7	4	6	8	5	4	6	6	7	5	7	6	7	4	8	5	5	6	5	6	6	7	4	6	6	5	6	5	7	6	6	5	6	7	6	4	7	7	6	7	5	5	7	5	6	5	5	7	7	6	5	5	4	6	6	8	5	7	6	6	6	6	6	6	6	6	6	6	6	5	5	7	6	6	8	6	5	5	7	5	6	6	6
r199	1118.04	1.21%	1.82%	2.79%	3.50%	6	6	5	5	8	6	5	5	5	7	6	6	5	7	6	8	6	4	5	4	8	5	6	6	5	8	5	5	6	7	5	6	6	5	6	7	6	6	6	6	8	5	5	8	4	5	6	5	6	7	7	5	4	6	5	6	7	6	6	7	5	6	7	5	7	6	5	6	5	7	5	6	7	7	5	7	5	6	5	7	5	5	5	7
r200	907.07	2.89%	3.46%	4.21%	4.78%	6	6	5	5	4	6	5	6	5	6	6	6	6	6	4	4	6	6	7	6	4	6	7	6	7	4	3	6	6	4	6	5	6	6	6	6	4	7	6	5	7	5	7	7	7	6	4	5	6	4	6	7	7	6	6	4	5	4	6	6	7	5	6	4	6	5	6	4	6	6	3	7	7	6	6	5	6	7	5	7	5	7	4	6
r201	1185.74	0.64%	1.17%	1.77%	2.70%	6	5	5	7	5	6	5	6	7	3	7	5	6	3	6	5	7	7	5	7	7	5	4	6	5	7	5	5	7	5	5	7	7	5	6	5	6	4	6	7	5	3	7	5	7	4	5	3	7	5	5	7	7	6	4	6	7	5	7	7	5	6	4	7	7	6	4	6	5	5	5	6	6	4	4	7	5	6	6	6	6	5	7	5
