ID	AT	BBP1	BBP2	BBP3	BBP4	e0	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13	e14	e15	e16	e17	e18	e19	e20	e21	e22	e23	e24	e25	e26	e27	e28	e29	e30	e31	e32	e33	e34	e35	e36	e37	e38	e39	e40	e41	e42	e43	e44	e45	e46	e47	e48	e49	e50	e51	e52	e53	e54	e55	e56	e57	e58	e59	e60	e61	e62	e63	e64	e65	e66	e67	e68	e69	e70	e71	e72	e73	e74	e75	e76	e77	e78	e79	e80	e81	e82	e83
r138	1732.67	1.46%	1.73%	2.29%	2.76%	4	5	7	5	5	4	7	7	5	7	6	5	7	7	5	5	6	5	6	5	6	5	7	7	6	6	5	5	7	5	7	5	7	7	5	5	5	7	5	5	5	7	7	5	7	5	7	7	5	5	5	7	7	7	5	8	4	7	5	4	6	6	5	6	4	6	7	8	4	6	5	7	6	5	7	4	4	7	6	6	6	6	6	6
r139	1924.32	0.42%	0.68%	0.86%	1.21%	6	5	6	4	8	6	6	6	4	7	4	5	6	7	6	8	4	5	7	5	5	8	6	5	7	5	6	8	5	5	6	6	5	6	6	7	6	6	6	6	6	5	7	6	5	5	7	5	6	5	7	7	5	5	5	6	8	7	6	5	6	6	6	6	5	6	6	6	6	6	6	5	6	6	6	8	6	5	5	6	5	6	6	6
r140	1931.91	0.40%	0.57%	0.79%	1.22%	6	5	6	6	6	6	6	6	6	7	5	5	6	7	6	6	5	6	6	6	6	7	5	6	6	6	6	7	6	5	5	5	6	5	7	6	6	5	7	5	5	7	6	5	7	5	7	7	4	5	6	6	7	6	5	7	5	7	4	5	8	7	5	5	5	7	6	7	6	5	6	6	5	5	6	5	6	6	7	5	7	8	5	5
r141	1592.12	2.46%	2.70%	3.48%	4.09%	5	7	6	7	5	5	6	5	7	5	5	7	5	5	7	5	5	6	8	6	5	4	5	8	8	5	5	4	6	7	5	7	6	5	5	6	7	5	5	7	6	6	5	6	6	4	8	6	5	7	6	5	6	8	4	6	5	8	5	4	7	7	5	6	4	7	7	6	6	5	5	7	6	5	7	5	6	7	5	6	5	7	6	5
r142	1909.52	0.43%	0.63%	0.91%	1.31%	6	5	6	6	5	6	6	6	6	6	6	5	6	6	7	5	6	6	6	6	6	6	5	7	6	6	5	6	5	7	6	6	5	6	5	8	7	5	5	6	7	5	5	7	4	7	6	5	6	7	8	5	4	7	7	4	6	6	6	7	5	6	5	7	7	6	5	4	8	5	5	5	7	5	5	6	8	5	5	7	5	5	7	5
r143	1839.21	0.82%	1.10%	1.43%	1.93%	5	6	6	5	5	5	6	7	5	6	7	6	7	6	5	5	7	7	5	7	7	6	6	4	5	7	6	6	5	7	5	6	5	5	6	8	5	6	6	6	8	4	4	8	4	7	5	4	7	7	8	4	4	4	7	6	7	5	7	7	5	5	7	6	7	5	5	6	6	6	6	5	6	7	5	7	6	5	5	6	5	5	6	6
r144	1654.37	1.90%	2.28%	2.96%	3.55%	7	5	4	7	6	7	4	7	7	5	6	5	7	5	6	6	6	6	6	6	6	5	7	6	6	6	4	5	8	5	7	4	8	7	4	5	6	7	4	4	7	6	7	7	6	5	6	6	5	5	5	7	6	6	5	6	7	6	5	5	7	6	5	6	5	6	7	6	6	5	4	5	6	5	7	7	6	5	6	6	6	7	6	5
r145	1836.51	0.88%	1.10%	1.36%	1.74%	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	5	7	5	5	8	5	7	7	5	6	8	4	6	6	6	4	6	8	5	5	5	8	6	6	5	7	6	6	4	6	5	6	6	5	7	6	7	4	6	7	6	6	5	7	7	6	5	5	7	6	6	5	6	6	6	6	6	6	7	5	6	6	6	6	7	5	6
r146	1749.14	1.16%	1.65%	2.12%	2.62%	5	6	7	5	6	5	7	6	5	7	6	6	6	7	5	6	6	7	5	7	5	5	7	6	5	5	5	5	5	8	5	7	5	5	6	6	5	7	6	7	8	4	5	8	5	5	6	4	6	8	6	5	5	6	5	8	5	6	6	7	5	5	5	8	7	5	6	8	5	5	5	8	5	5	6	5	5	8	6	5	6	5	8	5
r147	1597.08	2.34%	2.71%	3.21%	4.12%	6	6	6	5	5	6	6	6	5	5	8	6	6	5	5	5	8	4	6	4	7	5	8	6	6	7	5	5	7	6	4	8	7	4	4	8	5	8	4	8	5	7	4	5	6	5	8	7	5	6	8	4	6	6	5	6	7	8	5	6	5	6	4	8	6	6	6	6	6	5	5	7	6	4	6	7	6	7	4	6	4	5	8	5
r148	1793.10	1.06%	1.31%	1.73%	2.19%	6	5	6	6	5	6	6	5	6	5	7	5	5	5	7	5	7	7	5	7	6	4	5	8	5	6	7	4	6	5	5	6	6	5	6	7	7	5	6	6	6	6	6	6	6	4	7	6	6	5	7	6	6	8	4	4	7	7	6	5	6	8	5	5	5	8	5	4	5	7	7	5	6	5	5	7	5	5	6	6	6	6	5	7
r149	1797.75	1.02%	1.26%	1.60%	2.01%	6	6	5	6	6	6	5	7	6	6	6	6	7	6	5	6	6	5	7	5	5	6	6	8	7	5	5	6	7	5	5	7	7	5	7	4	5	6	7	7	5	5	7	5	8	4	7	5	6	5	4	7	8	8	4	5	6	7	6	6	5	7	5	6	6	7	5	5	5	7	5	7	6	5	5	6	5	7	6	6	6	5	6	7
r150	1569.27	2.61%	3.04%	3.72%	4.29%	5	6	8	4	6	5	8	5	4	7	7	6	5	7	6	6	7	6	5	6	8	5	6	5	5	8	5	5	6	6	7	5	6	7	4	7	6	6	4	5	7	6	6	7	5	4	7	6	5	6	7	6	5	5	4	8	7	7	5	8	4	4	7	7	8	4	5	8	5	5	5	6	6	7	5	7	5	6	6	6	6	4	7	5
r151	1794.20	1.05%	1.36%	1.77%	2.22%	6	6	6	5	6	6	6	6	5	6	7	6	6	6	6	6	7	6	5	6	6	6	7	4	5	6	7	6	6	5	7	5	6	7	5	6	6	7	5	5	6	6	7	6	6	5	5	6	5	5	6	7	6	4	5	7	8	5	5	6	8	7	6	5	6	7	5	7	6	5	7	5	6	6	5	8	6	5	5	6	5	8	5	5
r152	1512.65	2.67%	3.23%	3.80%	4.21%	6	6	5	7	5	6	5	7	7	5	5	6	7	5	6	5	5	8	5	8	6	4	6	6	5	6	7	4	6	8	5	7	6	5	4	7	6	6	4	7	8	5	4	8	5	4	7	5	5	8	7	4	5	6	4	6	7	7	5	7	5	6	7	5	7	6	5	6	6	6	7	6	5	7	5	7	6	6	5	5	5	5	5	6
r153	1924.04	0.45%	0.64%	0.88%	1.21%	6	4	7	4	6	6	7	5	4	8	6	4	5	8	7	6	6	6	6	6	7	6	4	7	6	7	5	6	7	5	6	6	7	6	5	6	7	4	5	6	5	5	8	5	5	6	8	5	5	5	6	8	5	7	6	5	5	8	5	5	5	6	5	6	5	6	7	5	6	7	5	6	5	5	7	5	6	6	7	5	7	5	6	7
r154	1770.87	1.28%	1.74%	2.30%	2.70%	6	5	7	7	4	6	7	5	7	7	4	5	5	7	7	4	4	7	6	7	7	6	6	4	6	7	5	6	6	5	6	5	6	6	5	7	7	6	5	5	7	6	6	7	6	5	6	6	6	5	7	6	6	4	5	8	7	6	6	5	7	5	6	7	5	5	6	8	5	4	5	7	6	6	6	7	5	7	5	6	5	7	7	4
r155	1780.38	1.22%	1.50%	1.88%	2.35%	7	5	4	7	6	7	4	7	7	6	5	5	7	6	5	6	5	6	7	6	4	5	8	5	7	4	7	5	7	6	6	6	7	6	5	5	5	8	5	6	5	5	8	5	5	7	6	5	5	6	5	8	5	5	7	6	6	6	5	6	7	6	7	5	6	6	5	6	6	5	7	5	5	7	5	6	6	5	7	5	7	7	5	5
r156	1930.44	0.38%	0.54%	0.85%	1.19%	6	6	6	6	6	6	6	5	6	6	5	6	5	6	7	6	5	6	7	6	6	8	5	5	7	6	5	8	5	5	6	6	5	6	5	8	7	5	5	6	7	6	5	7	6	4	7	6	6	5	8	5	6	5	4	6	7	7	6	6	5	6	6	6	6	6	5	6	5	7	5	5	5	6	5	7	5	5	7	5	7	5	6	7
r157	1739.25	1.44%	1.64%	2.22%	2.71%	6	6	7	6	5	6	7	5	6	6	6	6	5	6	5	5	6	6	7	6	5	6	7	6	7	5	5	6	5	6	6	5	5	6	6	6	5	7	6	5	7	6	6	7	6	4	7	6	6	6	6	6	6	6	4	8	6	7	6	6	5	6	5	7	6	6	6	8	5	5	5	6	7	5	6	6	5	6	5	7	5	5	7	5
r158	1898.78	0.46%	0.75%	1.00%	1.63%	6	5	6	5	7	6	6	6	5	7	4	5	6	7	6	7	4	8	5	8	5	6	6	5	5	5	8	6	6	5	7	5	6	7	6	4	6	6	6	5	5	7	7	5	7	6	5	7	4	5	4	7	7	5	6	5	8	5	4	7	7	6	6	6	7	6	5	5	6	5	8	5	5	6	5	8	6	5	5	5	5	7	6	5
r159	1746.18	1.31%	1.63%	2.04%	2.73%	7	5	5	7	6	7	5	6	7	5	6	5	6	5	6	6	6	6	5	6	8	5	7	4	5	8	4	5	7	6	5	7	7	5	5	6	6	7	5	7	5	5	7	5	5	8	5	5	7	6	6	7	5	4	8	8	4	5	7	6	6	5	6	7	6	5	5	8	5	5	4	8	6	6	5	4	5	8	6	6	6	6	7	5
r160	1911.70	0.48%	0.64%	0.85%	1.22%	6	6	5	6	7	6	5	6	6	5	7	6	6	5	7	7	7	5	5	5	6	6	6	6	5	6	7	6	7	5	6	6	7	6	5	6	7	6	5	6	5	6	7	5	6	7	6	6	5	5	6	7	6	6	7	5	6	6	5	6	6	6	6	6	6	6	6	5	7	6	7	5	5	6	6	6	7	5	6	5	6	6	6	6
r161	1839.24	0.84%	1.06%	1.35%	1.91%	5	7	7	5	5	5	7	6	5	6	7	7	6	6	5	5	7	6	6	6	5	6	7	6	6	5	7	6	7	5	5	4	7	5	6	6	5	7	6	4	6	7	7	6	6	6	6	7	4	5	6	7	6	6	6	6	6	6	4	7	7	6	6	6	7	6	5	6	6	5	7	5	6	6	5	6	6	5	6	6	6	7	6	5
r162	1856.80	0.61%	0.93%	1.29%	1.82%	5	5	6	5	6	5	6	6	5	6	7	5	6	6	6	6	7	6	5	6	8	6	5	4	5	8	5	6	5	6	5	6	5	5	7	7	6	5	7	6	7	6	4	7	6	5	6	6	6	6	7	4	6	4	5	5	8	6	6	6	6	5	5	7	6	5	6	5	5	5	5	5	6	5	6	8	5	5	6	6	6	6	7	5
r163	1799.07	1.01%	1.32%	1.56%	2.13%	7	5	5	5	7	7	5	6	5	7	6	5	6	7	5	7	6	5	6	5	6	6	7	6	6	6	5	6	5	7	6	6	5	6	6	7	5	7	6	6	7	6	5	7	5	5	5	6	6	7	7	5	5	6	5	6	7	5	6	7	6	6	7	4	7	6	5	6	6	6	5	6	7	7	5	7	6	6	5	7	5	6	4	6
r164	1927.61	0.38%	0.48%	0.74%	1.24%	6	6	6	7	5	6	6	6	7	6	5	6	6	6	6	5	5	7	7	7	6	7	5	5	7	6	4	7	5	6	7	5	5	7	7	4	6	5	7	5	5	6	8	5	6	8	5	6	5	6	4	8	6	5	8	6	5	5	5	7	6	5	6	6	7	5	6	6	5	6	4	8	6	6	6	5	5	8	6	6	6	6	6	6
r165	1794.28	1.06%	1.44%	1.58%	2.16%	6	6	5	7	5	6	5	7	7	5	6	6	7	5	6	5	6	6	7	6	5	5	7	6	7	5	6	5	8	5	5	6	8	5	5	6	6	7	5	6	6	7	5	6	7	5	6	7	5	5	6	5	7	6	5	7	6	6	5	7	6	6	7	5	7	6	5	7	5	6	6	7	5	7	5	6	5	7	6	5	6	6	5	6
r166	1841.59	0.79%	1.07%	1.51%	1.97%	6	6	7	5	5	6	7	5	5	8	5	6	5	8	5	5	5	7	5	7	7	6	4	6	5	7	4	6	6	5	6	5	6	6	7	5	5	4	7	5	7	5	7	7	6	6	5	5	6	5	5	7	6	6	6	7	5	5	6	5	8	7	6	5	5	7	6	7	6	5	4	8	6	6	6	5	6	8	5	6	5	8	5	5
r167	1841.82	0.79%	1.04%	1.36%	1.90%	5	7	8	6	4	5	8	5	6	5	7	7	5	5	6	4	7	5	6	5	5	7	7	5	6	5	7	7	6	5	5	6	6	5	5	7	6	7	5	6	6	7	5	6	7	5	6	7	5	5	7	5	7	5	5	7	7	6	5	6	7	6	6	6	6	6	6	7	6	5	7	5	6	6	6	7	6	5	6	6	6	7	6	5
r168	1794.58	1.05%	1.39%	1.81%	2.40%	5	6	6	6	6	5	6	6	6	5	6	6	6	5	6	6	6	6	6	6	4	6	6	6	6	4	6	6	6	6	5	5	6	5	6	7	6	6	6	5	6	7	6	6	5	4	7	7	4	6	7	6	5	6	4	8	6	7	4	6	7	5	5	6	6	5	7	8	5	5	6	7	5	5	7	6	5	7	6	5	6	7	6	5
r169	1682.18	1.49%	1.82%	2.12%	2.65%	5	6	6	6	6	5	6	7	6	7	4	6	7	7	4	6	4	6	8	6	6	6	7	5	8	6	4	6	7	4	5	6	7	5	6	6	4	7	6	6	6	6	6	6	6	7	5	6	5	4	6	6	6	5	7	7	5	5	5	7	6	5	6	7	7	5	6	7	5	5	4	7	6	6	6	5	5	7	6	6	6	6	7	5
r170	1981.65	0.13%	0.29%	0.38%	0.72%	7	5	6	5	6	7	6	4	5	7	6	5	4	7	7	6	6	6	6	6	6	8	5	5	6	6	5	8	5	5	6	5	5	6	6	7	7	5	6	5	5	7	7	5	5	8	5	7	5	5	7	7	5	5	8	6	5	5	5	7	7	5	7	6	7	5	5	6	6	5	5	7	6	7	5	5	6	7	6	6	6	7	6	5
r171	1860.30	0.66%	0.93%	1.25%	1.78%	5	6	5	6	7	5	5	5	6	7	5	6	5	7	6	7	5	5	6	5	6	5	6	5	6	6	6	5	5	7	7	5	5	7	6	6	6	6	6	5	5	7	6	5	5	6	8	7	5	7	6	6	5	5	6	5	8	8	5	6	5	5	6	7	6	5	6	5	6	6	6	5	6	6	6	8	6	5	5	6	5	5	7	6
r172	1924.83	0.44%	0.66%	0.86%	1.31%	6	6	6	6	6	6	6	5	6	6	6	6	5	6	6	6	6	6	5	6	6	8	6	4	5	6	6	8	5	5	7	5	5	7	5	7	6	6	5	5	6	6	6	6	6	6	6	6	6	5	7	6	6	4	6	6	7	6	6	6	5	6	6	6	6	6	5	6	4	7	6	7	5	6	5	7	4	7	6	5	6	5	6	7
r173	1914.90	0.48%	0.69%	0.91%	1.35%	6	5	7	4	6	6	7	5	4	7	7	5	5	7	7	6	7	6	5	6	5	5	6	8	5	5	7	5	7	6	6	6	7	6	5	6	7	6	5	6	6	6	6	6	6	7	5	6	6	6	6	6	6	8	7	4	4	5	6	5	6	7	5	5	5	7	6	4	7	7	7	6	5	5	6	4	7	6	7	5	7	6	5	7
r174	1852.20	0.71%	0.97%	1.29%	1.81%	4	6	8	5	5	4	8	5	5	5	7	6	5	5	8	5	7	6	6	6	6	6	5	7	6	6	5	6	6	5	7	5	6	7	5	5	8	5	5	5	7	5	7	7	7	5	5	5	6	5	5	7	7	7	5	6	6	5	6	6	7	6	6	6	6	6	6	6	6	5	5	7	6	6	6	6	6	7	5	6	5	7	6	5
r175	1945.97	0.34%	0.46%	0.69%	1.02%	7	5	6	5	7	7	6	5	5	8	5	5	5	8	6	7	5	7	5	7	5	7	5	6	5	5	7	7	6	5	5	6	6	5	6	7	6	5	6	6	7	5	5	7	7	5	5	5	7	5	7	5	7	6	5	5	8	5	7	7	5	6	7	5	7	6	5	5	6	7	7	4	7	7	5	8	6	4	5	7	5	5	5	7
r176	1943.39	0.32%	0.50%	0.77%	1.06%	5	5	6	7	5	5	6	7	7	6	5	5	7	6	6	5	5	7	6	7	6	6	5	6	6	6	6	6	6	6	6	6	6	6	7	5	6	5	7	6	7	6	5	7	6	6	5	6	6	6	5	5	6	6	6	6	6	5	6	6	7	5	5	5	6	5	7	6	6	6	6	7	5	5	7	6	6	7	5	5	5	7	5	6
r177	1928.99	0.39%	0.57%	0.89%	1.06%	5	6	7	6	5	5	7	6	6	5	5	6	6	5	7	5	5	6	7	6	5	6	6	7	7	5	6	6	6	6	6	6	6	6	5	5	7	6	5	6	5	6	7	5	4	7	8	6	5	6	5	7	4	7	7	6	4	8	5	6	5	6	6	6	6	6	6	6	6	6	6	7	5	6	6	4	6	7	7	5	7	5	6	6
r178	1701.67	1.69%	2.25%	2.77%	3.39%	5	5	7	5	6	5	7	6	5	6	5	5	6	6	7	6	5	7	5	7	6	4	5	8	5	6	7	4	7	5	5	6	7	5	6	6	7	5	6	6	7	5	6	7	7	4	5	5	5	5	6	6	7	8	4	5	7	5	5	7	7	5	7	6	7	5	5	5	6	5	7	6	5	7	5	7	6	6	5	5	5	7	6	5
r179	1886.48	0.63%	0.81%	1.09%	1.44%	6	5	5	5	5	6	5	7	5	7	6	5	7	7	5	5	6	8	5	8	6	6	6	4	5	6	6	6	5	7	5	7	5	5	7	5	5	6	7	7	5	6	5	5	7	7	5	6	6	7	5	5	7	4	7	6	7	5	6	8	5	4	7	7	8	4	5	6	5	6	6	6	6	7	5	7	5	6	6	6	6	5	7	6
r180	1786.75	1.10%	1.52%	1.96%	2.56%	7	5	5	5	7	7	5	6	5	6	7	5	6	6	6	7	7	5	5	5	5	6	6	8	5	5	7	6	5	6	5	7	5	5	6	5	6	6	6	7	5	5	7	5	6	4	7	5	5	6	5	7	6	8	4	7	5	7	5	5	7	6	5	6	5	6	7	7	5	5	7	7	4	5	7	5	5	7	7	4	7	7	6	5
r181	1741.42	1.57%	2.07%	2.48%	3.37%	6	5	5	8	5	6	5	7	8	5	5	5	7	5	6	5	5	5	6	5	7	6	6	5	6	7	5	6	7	5	6	6	7	6	6	5	6	6	6	6	6	6	6	6	8	4	6	6	6	5	5	6	8	5	4	7	8	6	6	5	7	6	5	7	5	6	6	7	6	4	5	5	7	5	6	8	6	5	5	7	5	7	7	4
r182	1925.37	0.42%	0.61%	0.78%	1.20%	6	5	6	5	5	6	6	6	5	7	6	5	6	7	6	5	6	5	8	5	5	8	6	6	8	5	5	8	4	6	7	5	4	7	6	7	6	6	6	5	7	5	6	7	4	7	6	5	5	6	7	6	4	6	7	5	5	6	5	8	5	5	7	6	8	5	5	5	7	5	5	7	5	7	5	5	7	7	5	5	5	5	6	5
r183	1742.86	1.41%	1.87%	2.41%	3.20%	6	5	5	6	5	6	5	7	6	6	6	5	7	6	5	5	6	6	7	6	7	6	6	4	7	7	4	6	6	6	6	5	6	6	7	5	5	6	7	5	7	6	6	7	7	5	4	6	6	6	5	6	7	4	5	8	7	4	6	7	6	5	5	8	7	5	6	8	5	4	4	6	6	5	6	7	5	6	6	6	6	6	8	4
r184	1747.06	1.20%	1.60%	2.00%	2.46%	6	6	5	5	7	6	5	7	5	6	7	6	7	6	5	7	7	5	5	5	5	7	6	7	5	5	7	7	6	5	7	5	6	7	5	6	5	6	5	5	7	6	6	7	6	4	7	6	6	5	6	6	6	7	4	5	8	7	6	5	6	7	5	6	5	7	5	5	4	6	7	6	5	5	5	8	4	6	6	5	6	6	6	6
r185	1719.96	1.46%	1.60%	2.15%	2.60%	7	5	4	6	7	7	4	6	6	6	6	5	6	6	7	7	6	4	7	4	7	5	7	5	7	7	4	5	7	5	5	7	7	5	4	8	7	7	4	7	5	6	5	5	6	8	5	6	6	5	8	5	6	5	8	4	7	5	6	5	7	7	7	4	5	7	5	4	6	7	4	6	7	7	5	7	6	6	5	7	5	7	4	7
r186	1911.69	0.32%	0.62%	0.88%	1.53%	6	5	7	5	5	6	7	5	5	6	7	5	5	6	7	5	7	5	6	5	8	6	5	6	6	8	4	6	7	5	5	6	7	5	6	6	7	5	6	6	5	6	7	5	6	6	6	6	5	5	6	7	6	6	6	6	6	6	5	5	8	6	6	5	5	6	6	6	7	5	4	6	8	6	6	6	7	6	4	8	4	8	5	5
r187	1852.54	0.67%	0.99%	1.28%	1.68%	7	4	5	6	6	7	5	6	6	5	7	4	6	5	6	6	7	6	5	6	5	6	7	5	5	5	7	6	7	5	4	8	7	4	5	8	6	7	5	8	5	6	5	5	6	5	6	6	6	5	8	5	6	5	5	7	7	6	6	7	5	5	6	6	7	5	6	7	4	7	7	6	5	6	6	7	4	6	6	5	6	5	6	7
r188	1924.83	0.39%	0.57%	0.86%	1.20%	7	5	6	5	4	7	6	5	5	8	5	5	5	8	6	4	5	8	6	8	5	6	5	6	6	5	6	6	5	5	5	7	5	5	7	7	6	5	7	7	4	6	7	4	5	7	5	6	5	5	7	7	5	6	7	6	5	5	5	8	5	4	6	8	8	4	5	6	6	5	6	7	5	6	5	5	6	7	6	5	6	5	8	5
r189	1572.14	1.95%	2.22%	2.68%	3.13%	4	6	8	5	4	4	8	6	5	8	4	6	6	8	4	4	4	8	7	8	5	4	7	6	7	5	5	4	7	7	4	7	7	4	7	6	4	7	7	7	6	5	6	6	5	6	5	5	5	7	6	6	5	6	6	4	6	5	5	8	6	5	7	5	8	5	5	4	7	7	5	5	6	7	5	6	7	5	6	6	6	6	5	7
r190	1835.32	0.74%	1.07%	1.43%	1.98%	6	5	5	6	7	6	5	6	6	6	6	5	6	6	6	7	6	5	5	5	7	5	6	4	5	7	6	5	6	7	5	7	6	5	6	6	6	6	6	7	6	5	5	6	6	7	5	5	7	7	6	5	6	4	7	7	6	5	7	5	7	7	7	4	5	7	5	7	5	5	6	7	5	7	5	6	5	7	6	5	6	7	4	5
r191	1860.33	0.65%	0.93%	1.30%	1.78%	6	5	5	6	7	6	5	7	6	6	5	5	7	6	6	7	5	6	6	6	6	6	5	7	6	6	6	6	6	5	7	4	6	7	6	5	6	5	6	4	7	6	6	7	8	4	5	6	6	5	5	6	8	7	4	5	7	5	6	7	4	5	5	8	7	5	6	5	7	6	6	5	7	5	6	7	7	5	5	7	5	4	8	6
r192	1768.65	1.31%	1.64%	2.06%	2.49%	6	5	6	4	6	6	6	6	4	8	6	5	6	8	5	6	6	7	4	7	6	7	5	5	4	6	8	7	4	7	6	6	4	6	8	6	5	5	8	6	7	6	4	7	7	4	6	6	5	7	6	4	7	5	4	8	7	6	5	6	6	5	5	8	6	5	7	8	5	4	8	6	4	5	7	7	5	6	6	4	6	6	8	4
r193	1864.24	0.76%	0.96%	1.22%	1.69%	5	7	6	6	6	5	6	7	6	5	5	7	7	5	5	6	5	7	6	7	7	5	6	5	6	7	5	5	6	7	5	7	6	5	7	6	5	6	7	7	5	6	5	5	5	8	5	6	6	7	6	5	5	5	8	5	6	5	6	7	6	6	8	4	7	6	4	5	5	7	5	7	6	8	4	6	5	7	6	6	6	6	4	7
r194	1691.72	1.72%	2.33%	2.95%	3.74%	5	6	6	5	7	5	6	6	5	6	5	6	6	6	6	7	5	6	5	6	7	4	6	7	5	7	6	4	5	7	6	5	5	6	6	6	6	6	6	5	7	6	6	7	5	5	7	6	4	7	6	6	5	7	5	7	5	7	4	7	5	5	5	8	7	5	6	7	7	4	6	5	7	5	6	5	7	5	5	7	5	5	8	4
r195	1882.39	0.50%	0.72%	1.10%	1.65%	5	7	5	8	5	5	5	5	8	4	6	7	5	4	7	5	6	6	5	6	8	5	4	7	5	8	5	5	6	5	5	7	6	5	7	5	7	4	7	7	5	5	7	5	6	5	8	5	6	5	5	7	6	7	5	7	5	8	6	5	5	7	5	6	5	7	6	7	5	5	5	7	6	5	6	5	5	7	6	6	6	5	6	5
r196	1942.73	0.32%	0.49%	0.75%	1.04%	7	4	6	5	5	7	6	5	5	7	6	4	5	7	8	5	6	7	6	7	5	7	5	6	6	5	5	7	6	5	6	6	6	6	5	6	8	5	5	6	6	5	7	6	6	5	5	5	7	5	6	7	6	6	5	6	7	5	7	8	4	6	6	6	8	6	4	6	5	7	5	7	6	6	4	7	5	7	5	6	5	4	6	7
r197	1655.84	2.25%	2.61%	3.16%	3.88%	5	6	7	6	4	5	7	6	6	6	6	6	6	6	5	4	6	6	6	6	5	5	8	4	6	5	7	5	7	5	6	5	7	6	5	6	5	8	5	5	7	4	8	7	5	5	7	4	6	5	6	8	5	4	5	8	6	7	6	6	5	5	5	8	6	5	7	8	6	4	7	5	5	5	7	6	6	5	7	5	7	5	8	4
r198	1620.30	1.64%	1.94%	2.11%	2.59%	5	7	4	6	8	5	4	6	6	7	5	7	6	7	4	8	5	5	6	5	6	6	7	4	6	6	5	6	5	7	6	6	5	6	7	6	4	7	7	6	7	5	5	7	5	6	5	5	7	7	6	5	5	4	6	6	8	5	7	6	6	6	6	6	6	6	6	6	6	6	5	5	7	6	6	8	6	5	5	7	5	6	6	6
r199	1802.25	0.98%	1.41%	1.75%	2.33%	6	6	5	5	8	6	5	5	5	7	6	6	5	7	6	8	6	4	5	4	8	5	6	6	5	8	5	5	6	7	5	6	6	5	6	7	6	6	6	6	8	5	5	8	4	5	6	5	6	7	7	5	4	6	5	6	7	6	6	7	5	6	7	5	7	6	5	6	5	7	5	6	7	7	5	7	5	6	5	7	5	5	5	7
r200	1633.91	1.81%	2.07%	2.57%	3.37%	6	6	5	5	4	6	5	6	5	6	6	6	6	6	4	4	6	6	7	6	4	6	7	6	7	4	3	6	6	4	6	5	6	6	6	6	4	7	6	5	7	5	7	7	7	6	4	5	6	4	6	7	7	6	6	4	5	4	6	6	7	5	6	4	6	5	6	4	6	6	3	7	7	6	6	5	6	7	5	7	5	7	4	6
r201	1739.90	1.47%	2.20%	2.87%	3.47%	6	5	5	7	5	6	5	6	7	3	7	5	6	3	6	5	7	7	5	7	7	5	4	6	5	7	5	5	7	5	5	7	7	5	6	5	6	4	6	7	5	3	7	5	7	4	5	3	7	5	5	7	7	6	4	6	7	5	7	7	5	6	4	7	7	6	4	6	5	5	5	6	6	4	4	7	5	6	6	6	6	5	7	5
r202	1693.93	1.49%	1.90%	2.29%	2.69%	5	7	6	5	6	5	6	6	5	5	6	7	6	5	4	6	6	6	6	6	6	5	7	5	6	6	5	5	5	5	7	5	5	7	6	6	4	7	6	5	7	5	7	7	6	7	4	5	7	5	6	7	6	5	7	5	6	4	7	4	6	7	4	6	4	7	6	5	7	5	5	5	6	4	6	6	7	5	5	6	5	6	6	5
r203	1394.61	2.64%	2.98%	3.37%	4.15%	6	5	6	4	5	6	6	5	4	7	5	5	5	7	3	5	5	7	7	7	6	4	6	6	7	6	4	4	6	6	6	6	6	6	7	5	3	6	7	6	6	5	7	6	5	6	7	5	5	6	5	7	5	6	6	4	5	7	5	3	5	7	5	5	3	7	6	4	4	7	4	7	6	5	6	5	4	7	6	6	6	5	5	7
r204	1554.76	2.49%	2.96%	3.64%	4.38%	5	7	4	6	7	5	4	7	6	4	7	7	7	4	6	7	7	4	4	4	7	3	7	7	4	7	6	3	7	7	6	6	7	6	4	6	6	7	4	6	6	6	6	6	5	6	7	6	4	7	6	6	5	7	6	3	4	7	4	6	7	7	6	3	6	7	4	3	7	7	6	7	4	6	4	4	7	7	6	4	6	7	3	7
r205	1549.80	2.34%	2.85%	3.35%	4.23%	6	6	4	7	6	6	4	6	7	5	4	6	6	5	7	6	4	7	6	7	6	4	5	7	6	6	5	4	6	7	6	5	6	6	4	7	7	5	4	5	7	5	4	7	6	5	6	5	7	7	7	4	6	7	5	5	5	6	7	5	6	5	5	4	5	5	7	5	7	5	5	6	5	5	7	5	7	6	6	5	6	6	4	5
r206	1374.38	2.96%	3.16%	3.73%	4.25%	6	6	5	4	7	6	5	6	4	6	7	6	6	6	3	7	7	5	5	5	5	6	7	6	5	5	5	6	5	5	7	5	5	7	7	5	3	7	7	5	7	5	7	7	7	5	5	5	6	5	5	7	7	6	5	4	7	5	6	5	7	5	5	5	5	5	7	4	6	5	5	7	5	5	7	7	6	7	4	5	4	7	5	5
r207	1645.97	1.92%	2.47%	3.02%	3.84%	5	7	5	6	5	5	5	7	6	4	7	7	7	4	5	5	7	7	5	7	6	5	5	6	5	6	6	5	5	7	6	6	5	6	5	7	5	5	5	6	7	5	6	7	4	4	6	5	5	7	7	6	4	6	4	5	7	6	5	6	7	7	6	4	6	7	4	5	7	5	6	4	6	6	4	7	7	4	6	6	6	7	4	5
