6,5,6,6,5,8,6,5,5,7,5,5,7,6,6,8,5,5,5,5,8,6,5,7,6,4,8,5,7,4,8,8,5,5,8,5,4,7,8,4,6,6,5,5,5,7,5,6,6,7,6,5,6,5,6,6,6,5,6,5,6,6,6,6,6,7,5,6,5,7,6,7,5,6,5,7,5,7,7,5,7,5,2032
6,6,6,6,6,7,7,4,6,5,6,6,5,5,8,7,4,7,4,5,8,7,5,6,5,4,8,6,6,4,8,8,5,5,8,5,5,6,8,5,5,6,6,5,6,5,6,5,7,6,5,7,5,7,6,8,4,4,8,7,4,6,4,8,4,5,7,7,7,4,6,4,7,6,7,5,6,5,5,7,5,7,2012
5,7,6,5,7,7,5,5,7,7,4,7,7,6,4,7,5,6,5,6,7,5,6,7,6,4,8,4,7,4,8,7,5,6,8,5,4,7,8,4,5,7,6,6,6,6,6,5,6,7,5,6,5,6,7,7,5,5,7,6,5,6,6,4,6,6,6,6,6,6,7,6,5,7,5,4,6,5,4,7,5,7,2008
6,6,6,6,6,6,6,6,6,7,5,6,7,5,6,6,7,5,7,4,7,6,4,6,5,5,8,5,6,5,8,7,4,7,8,4,6,6,8,6,7,5,4,7,5,6,5,6,7,6,6,6,7,6,4,6,6,6,6,5,6,6,6,6,6,6,5,7,5,6,4,6,7,5,7,6,4,8,6,4,8,4,2007
6,6,5,6,6,6,5,7,6,7,4,6,7,6,5,6,6,6,6,5,7,5,5,8,6,4,8,4,8,4,8,7,5,5,8,5,6,5,8,6,4,6,5,5,7,6,7,5,6,5,5,8,4,8,6,5,6,7,5,6,6,5,7,5,7,6,6,6,6,6,6,6,5,6,5,7,5,7,7,5,7,5,2006
5,7,6,5,8,6,6,5,8,5,5,7,5,6,6,6,5,6,5,5,7,6,5,7,6,4,8,5,7,4,8,7,4,7,8,4,5,7,8,5,7,5,5,7,5,6,5,6,5,7,6,5,7,5,5,6,6,5,6,6,6,6,6,6,6,6,6,5,6,7,5,7,6,5,6,7,5,7,7,5,7,5,2004
5,6,6,5,8,6,4,7,8,5,4,6,5,6,7,6,4,8,4,6,8,4,6,8,6,4,8,4,8,4,8,8,4,6,8,4,4,6,8,4,5,8,5,6,4,7,4,7,7,6,7,5,5,5,8,5,4,7,5,8,4,6,5,7,5,7,5,7,5,6,8,6,4,8,4,6,5,7,6,5,7,5,2002
5,6,6,5,7,6,6,6,7,6,5,6,6,6,6,6,6,6,6,4,8,6,4,8,6,4,8,5,8,4,7,8,5,5,7,5,6,6,8,6,5,6,5,5,6,7,6,5,6,6,5,7,5,7,5,6,6,6,6,6,6,6,6,6,6,7,5,6,5,7,5,7,6,6,6,6,5,7,6,5,7,5,2002
5,6,7,5,4,6,8,5,4,6,8,6,6,6,5,6,5,7,5,5,8,8,5,5,6,4,8,8,5,4,7,8,4,5,7,4,6,7,8,6,6,4,5,5,6,7,6,6,6,7,6,5,6,5,7,7,4,5,7,7,4,7,5,5,5,7,5,6,5,5,7,5,6,4,6,8,5,7,8,4,7,4,2001
6,6,6,6,5,7,6,5,5,6,6,6,6,6,6,7,5,6,5,4,8,6,4,8,6,4,8,6,8,4,6,8,4,6,6,4,5,8,8,5,7,5,5,6,6,5,6,5,7,8,5,5,7,5,6,7,5,5,7,6,5,6,6,6,6,5,6,7,6,5,6,5,7,5,7,6,5,6,6,6,6,6,2001
