5,7,5,6,7,5,5,5,6,4,6,7,5,4,8,7,6,6,5,6,6,8,4,5,5,6,7,8,5,5,6,6,5,6,6,7,8,4,6,6,5,6,7,5,5,8,5,6,6,5,7,7,5,5,8,5,6,5,6,8,5,4,8,6,8,4,4,5,6,7,7,5,5,8,4,6,6,5,7,5,7,5,6,7,2217
7,5,5,6,6,7,5,5,6,6,6,5,5,6,8,6,6,6,6,6,4,8,5,7,6,4,7,8,6,4,6,6,6,6,5,7,8,5,5,6,5,5,8,5,5,7,6,5,6,4,7,8,5,7,7,5,5,6,6,8,4,5,8,5,8,5,4,5,5,8,7,5,5,8,4,5,5,5,7,5,7,4,5,8,2202
7,5,6,6,6,7,6,5,6,6,6,5,5,6,8,6,6,5,7,5,6,8,4,7,7,6,5,8,4,6,7,5,4,7,6,6,8,4,6,5,5,6,7,5,5,7,7,6,5,6,6,7,5,7,7,4,6,7,5,7,4,5,6,7,7,5,6,4,6,7,5,7,6,6,6,6,6,7,5,6,5,4,7,7,2201
6,6,6,7,5,6,6,6,7,4,7,6,6,4,8,5,7,6,6,6,6,8,4,6,6,6,6,8,6,4,6,6,6,6,6,6,8,4,6,6,5,6,7,5,6,8,5,6,6,4,6,7,6,6,8,4,6,5,6,5,6,7,6,5,5,7,6,4,7,7,6,5,7,6,6,6,7,5,5,7,5,6,5,7,2197
7,5,5,7,6,7,5,5,7,5,6,5,5,5,8,6,6,5,6,5,6,7,4,6,6,6,6,7,4,7,6,6,4,6,6,8,8,4,6,6,5,5,4,5,5,8,6,5,7,7,8,4,5,6,8,4,6,6,7,7,4,5,7,6,7,5,5,4,6,8,6,5,6,7,5,6,6,5,6,6,6,4,6,8,2191
7,5,6,6,5,7,6,5,6,7,4,5,5,7,7,5,4,7,7,7,6,8,4,5,7,6,5,8,5,5,6,6,5,6,7,6,7,4,7,6,5,7,6,5,5,8,6,7,5,5,6,6,5,5,8,5,6,6,5,6,5,7,6,5,6,7,5,5,5,8,5,6,5,6,5,6,5,6,7,5,7,5,5,8,2191
6,6,5,7,6,6,5,5,7,5,6,6,5,5,8,6,6,4,7,4,6,8,5,7,7,6,5,8,5,5,6,6,5,6,5,8,8,5,5,6,5,5,7,5,4,8,7,5,7,5,8,7,4,7,8,4,5,7,7,6,4,5,7,6,6,5,5,4,6,8,5,8,5,7,5,5,6,8,5,5,5,4,6,8,2190
7,4,5,7,5,7,5,6,7,4,7,4,6,4,8,5,7,7,5,7,6,7,4,5,5,6,7,7,5,6,5,6,5,5,6,6,8,4,6,6,5,5,8,5,4,8,6,5,6,6,6,8,4,5,8,6,5,6,6,6,6,7,6,5,6,7,5,6,5,7,7,6,5,6,5,5,5,6,7,5,7,6,5,7,2183
6,6,6,7,5,6,6,6,7,5,6,6,6,5,7,5,6,6,7,6,7,8,4,5,7,7,4,8,6,4,4,7,6,4,7,7,7,4,7,7,5,5,7,5,5,7,7,5,6,4,7,7,5,5,7,6,6,7,6,6,4,7,5,6,6,7,5,6,4,8,4,7,6,5,5,6,4,7,6,6,6,4,6,8,2182
6,5,6,6,6,6,6,6,6,6,6,5,6,6,7,6,6,6,6,6,6,8,4,6,6,6,5,8,5,5,4,7,5,4,7,8,7,4,7,7,4,6,6,4,5,8,7,6,6,5,8,6,5,6,8,6,4,7,6,7,4,5,6,7,7,5,6,6,5,7,5,8,5,6,6,4,5,8,7,5,7,4,7,7,2181
