6,5,6,6,5,8,6,5,5,7,5,5,7,6,6,8,5,5,5,5,8,6,5,7,6,4,8,5,7,4,8,8,5,5,8,5,4,7,8,4,6,6,5,5,5,7,5,6,6,7,6,5,6,5,6,6,6,5,6,5,6,6,6,6,6,7,5,6,5,7,6,7,5,6,5,7,5,7,7,5,7,5,2056
5,8,5,5,5,6,7,7,5,5,6,8,5,5,6,6,5,6,5,5,8,7,5,6,5,4,8,6,6,4,8,8,4,6,8,4,4,8,8,4,6,6,6,6,5,6,5,6,7,8,6,4,6,4,8,5,6,7,5,6,6,5,6,6,6,6,6,7,6,5,8,5,5,6,5,6,6,5,6,6,5,6,2050
6,7,5,6,6,6,7,4,6,7,5,7,7,5,5,6,5,7,5,5,8,7,5,6,5,5,8,5,6,5,8,8,4,6,8,4,5,6,8,5,4,7,6,6,4,6,4,7,7,6,7,5,4,5,7,8,4,4,8,7,4,5,7,5,7,6,6,7,6,5,7,5,6,7,6,5,6,6,5,6,6,6,2038
5,6,6,5,7,6,6,6,7,6,5,6,6,6,6,6,6,6,6,4,8,6,4,8,6,4,8,5,8,4,7,8,5,5,7,5,6,6,8,6,5,6,5,5,6,7,6,5,6,6,5,7,5,7,5,6,6,6,6,6,6,6,6,6,6,7,5,6,5,7,5,7,6,6,6,6,5,7,6,5,7,5,2017
6,6,6,6,6,6,6,6,6,7,5,6,7,5,6,6,7,5,7,4,7,6,4,6,5,5,8,5,6,5,8,7,4,7,8,4,6,6,8,6,7,5,4,7,5,6,5,6,7,6,6,6,7,6,4,6,6,6,6,5,6,6,6,6,6,6,5,7,5,6,4,6,7,5,7,6,4,8,6,4,8,4,2016
7,4,7,7,5,6,5,6,5,7,4,4,7,5,8,6,5,6,5,6,7,5,6,7,5,5,8,4,7,5,8,7,5,6,8,5,4,7,8,4,5,5,5,6,5,6,5,6,7,7,6,5,5,5,7,6,6,6,6,6,6,7,4,8,4,6,6,7,6,4,7,4,7,5,7,6,5,7,6,5,7,5,2014
5,7,6,5,7,7,5,5,7,7,4,7,7,6,4,7,5,6,5,6,7,5,6,7,6,4,8,4,7,4,8,7,5,6,8,5,4,7,8,4,5,7,6,6,6,6,6,5,6,7,5,6,5,6,7,7,5,5,7,6,5,6,6,4,6,6,6,6,6,6,7,6,5,7,5,4,6,5,4,7,5,7,2013
5,6,7,5,4,6,8,5,4,6,8,6,6,6,5,6,5,7,5,5,8,8,5,5,6,4,8,8,5,4,7,8,4,5,7,4,6,7,8,6,6,4,5,5,6,7,6,6,6,7,6,5,6,5,7,7,4,5,7,7,4,7,5,5,5,7,5,6,5,5,7,5,6,4,6,8,5,7,8,4,7,4,2012
6,6,6,6,5,6,7,6,5,6,7,6,6,5,6,6,4,8,4,5,8,7,5,6,5,4,8,7,6,4,7,8,4,6,7,4,6,7,8,6,6,4,6,6,7,5,7,6,4,7,6,5,6,5,6,6,4,6,6,8,4,6,6,6,6,5,7,4,7,6,6,6,6,4,6,8,6,6,8,4,6,4,2007
6,5,6,6,5,6,7,6,5,7,6,5,7,6,6,6,6,6,6,4,8,7,4,7,6,4,8,6,7,4,7,8,4,6,7,4,5,8,8,5,6,6,5,6,6,5,6,6,6,8,6,4,6,4,8,5,6,6,5,6,6,6,6,6,6,5,7,6,7,4,8,4,6,6,6,6,5,6,6,6,6,6,2003
